ELECTION_PROCESS,ELECTION_TYPE,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,POLITICAL_ORGANIZATION,POLITICAL_ORGANIZATION_TYPE,VOTES_OBTAINED,TOTAL_VOTES,VOTES_NOT_OBTAINED,
Proceso electoral,Tipo de elección,Año,Ubigeo,Departamento,Provincia,Distrito,Organización politica,Tipo de Organización politica,Votos obtenidos,Total Electores,Votos emitidos,
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090500,HUANUCO,MARAÑON,,MOVIMIENTO INTEGRACION DESCENTRALISTA,MOVIMIENTO REGIONAL,312,"16,170","12,481",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090500,HUANUCO,MARAÑON,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,252,"16,170","12,481",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090500,HUANUCO,MARAÑON,,UNION POR EL PERU,PARTIDO POLÍTICO,123,"16,170","12,481",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090500,HUANUCO,MARAÑON,,FUERZA POPULAR,PARTIDO POLÍTICO,69,"16,170","12,481",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090500,HUANUCO,MARAÑON,,VOTOS EN BLANCO,,849,"16,170","12,481",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090500,HUANUCO,MARAÑON,,VOTOS NULOS,,"1,322","16,170","12,481",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,MOVIMIENTO REGIONAL,"13,617","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,MOVIMIENTO INTEGRACION DESCENTRALISTA,MOVIMIENTO REGIONAL,"8,256","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PARTIDO POLÍTICO,"4,741","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"4,569","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,MOVIMIENTO REGIONAL,"4,263","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,FUERZA POPULAR,PARTIDO POLÍTICO,"4,255","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,FRENTE DEMOCRATICO REGIONAL,MOVIMIENTO REGIONAL,"3,377","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,AUTENTICO REGIONAL,MOVIMIENTO REGIONAL,"2,879","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,MOVIMIENTO POLITICO FRENTE AMPLIO REGIONAL PAISANOCUNA,MOVIMIENTO REGIONAL,"2,608","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,MOVIMIENTO REGIONAL,"1,786","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"1,471","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,ACCION POPULAR,PARTIDO POLÍTICO,"1,392","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,CUENTA CONMIGO,MOVIMIENTO REGIONAL,"1,245","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,VAMOS PERU,PARTIDO POLÍTICO,"1,071","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,UNION POR EL PERU,PARTIDO POLÍTICO,"1,029","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,696,"86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,PERU POSIBLE,PARTIDO POLÍTICO,352,"86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,VOTOS EN BLANCO,,"3,735","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090600,HUANUCO,LEONCIO PRADO,,VOTOS NULOS,,"5,913","86,366","67,255",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,MOVIMIENTO POLITICO FRENTE AMPLIO REGIONAL PAISANOCUNA,MOVIMIENTO REGIONAL,"8,282","35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,MOVIMIENTO INTEGRACION DESCENTRALISTA,MOVIMIENTO REGIONAL,"4,339","35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"3,613","35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,MOVIMIENTO REGIONAL,"3,098","35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,MOVIMIENTO REGIONAL,"1,792","35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,UNION POR EL PERU,PARTIDO POLÍTICO,"1,536","35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,ACCION POPULAR,PARTIDO POLÍTICO,"1,275","35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,AUTENTICO REGIONAL,MOVIMIENTO REGIONAL,310,"35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,FUERZA POPULAR,PARTIDO POLÍTICO,251,"35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,CUENTA CONMIGO,MOVIMIENTO REGIONAL,164,"35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,VOTOS EN BLANCO,,"1,415","35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090700,HUANUCO,PACHITEA,,VOTOS NULOS,,"2,378","35,156","28,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090800,HUANUCO,PUERTO INCA,,MOVIMIENTO INTEGRACION DESCENTRALISTA,MOVIMIENTO REGIONAL,"3,899","19,897","15,243",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090800,HUANUCO,PUERTO INCA,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"2,244","19,897","15,243",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090800,HUANUCO,PUERTO INCA,,FUERZA POPULAR,PARTIDO POLÍTICO,"1,748","19,897","15,243",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090800,HUANUCO,PUERTO INCA,,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,MOVIMIENTO REGIONAL,"1,355","19,897","15,243",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090800,HUANUCO,PUERTO INCA,,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,MOVIMIENTO REGIONAL,"1,167","19,897","15,243",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090800,HUANUCO,PUERTO INCA,,ACCION POPULAR,PARTIDO POLÍTICO,589,"19,897","15,243",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090800,HUANUCO,PUERTO INCA,,MOVIMIENTO POLITICO FRENTE AMPLIO REGIONAL PAISANOCUNA,MOVIMIENTO REGIONAL,495,"19,897","15,243",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090800,HUANUCO,PUERTO INCA,,UNION POR EL PERU,PARTIDO POLÍTICO,479,"19,897","15,243",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090800,HUANUCO,PUERTO INCA,,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,MOVIMIENTO REGIONAL,318,"19,897","15,243",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090800,HUANUCO,PUERTO INCA,,VOTOS EN BLANCO,,"1,800","19,897","15,243",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090800,HUANUCO,PUERTO INCA,,VOTOS NULOS,,"1,149","19,897","15,243",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090900,HUANUCO,HUACAYBAMBA,,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,MOVIMIENTO REGIONAL,"1,979","11,612","9,150",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090900,HUANUCO,HUACAYBAMBA,,MOVIMIENTO POLITICO FRENTE AMPLIO REGIONAL PAISANOCUNA,MOVIMIENTO REGIONAL,"1,528","11,612","9,150",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090900,HUANUCO,HUACAYBAMBA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"1,491","11,612","9,150",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090900,HUANUCO,HUACAYBAMBA,,MOVIMIENTO INTEGRACION DESCENTRALISTA,MOVIMIENTO REGIONAL,808,"11,612","9,150",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090900,HUANUCO,HUACAYBAMBA,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,644,"11,612","9,150",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090900,HUANUCO,HUACAYBAMBA,,ACCION POPULAR,PARTIDO POLÍTICO,536,"11,612","9,150",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090900,HUANUCO,HUACAYBAMBA,,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,MOVIMIENTO REGIONAL,509,"11,612","9,150",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090900,HUANUCO,HUACAYBAMBA,,CUENTA CONMIGO,MOVIMIENTO REGIONAL,58,"11,612","9,150",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090900,HUANUCO,HUACAYBAMBA,,VOTOS EN BLANCO,,644,"11,612","9,150",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,090900,HUANUCO,HUACAYBAMBA,,VOTOS NULOS,,953,"11,612","9,150",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091000,HUANUCO,LAURICOCHA,,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,MOVIMIENTO REGIONAL,"3,629","17,751","14,075",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091000,HUANUCO,LAURICOCHA,,MOVIMIENTO INTEGRACION DESCENTRALISTA,MOVIMIENTO REGIONAL,"2,605","17,751","14,075",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091000,HUANUCO,LAURICOCHA,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"2,146","17,751","14,075",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091000,HUANUCO,LAURICOCHA,,AUTENTICO REGIONAL,MOVIMIENTO REGIONAL,"1,689","17,751","14,075",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091000,HUANUCO,LAURICOCHA,,MOVIMIENTO POLITICO FRENTE AMPLIO REGIONAL PAISANOCUNA,MOVIMIENTO REGIONAL,"1,062","17,751","14,075",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091000,HUANUCO,LAURICOCHA,,ACCION POPULAR,PARTIDO POLÍTICO,525,"17,751","14,075",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091000,HUANUCO,LAURICOCHA,,UNION POR EL PERU,PARTIDO POLÍTICO,381,"17,751","14,075",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091000,HUANUCO,LAURICOCHA,,FUERZA POPULAR,PARTIDO POLÍTICO,299,"17,751","14,075",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091000,HUANUCO,LAURICOCHA,,VOTOS EN BLANCO,,926,"17,751","14,075",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091000,HUANUCO,LAURICOCHA,,VOTOS NULOS,,813,"17,751","14,075",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,MOVIMIENTO INTEGRACION DESCENTRALISTA,MOVIMIENTO REGIONAL,"3,069","26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"2,885","26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,MOVIMIENTO POLITICO FRENTE AMPLIO REGIONAL PAISANOCUNA,MOVIMIENTO REGIONAL,"2,436","26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,UNION POR EL PERU,PARTIDO POLÍTICO,"2,237","26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,MOVIMIENTO REGIONAL,"2,192","26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,MOVIMIENTO REGIONAL,"1,736","26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,FUERZA POPULAR,PARTIDO POLÍTICO,794,"26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,AUTENTICO REGIONAL,MOVIMIENTO REGIONAL,773,"26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,MOVIMIENTO REGIONAL,370,"26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,ACCION POPULAR,PARTIDO POLÍTICO,322,"26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,CUENTA CONMIGO,MOVIMIENTO REGIONAL,248,"26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,VOTOS EN BLANCO,,"1,411","26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,091100,HUANUCO,YAROWILCA,,VOTOS NULOS,,"2,013","26,130","20,486",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD,MOVIMIENTO REGIONAL,"36,120","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,PARTIDO REGIONAL DE INTEGRACION,MOVIMIENTO REGIONAL,"34,585","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,FUERZA POPULAR,PARTIDO POLÍTICO,"29,529","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,VAMOS PERU,PARTIDO POLÍTICO,"27,804","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"23,464","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,UNIDOS POR LA REGION,MOVIMIENTO REGIONAL,"11,701","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,UNION POR EL PERU,PARTIDO POLÍTICO,"6,661","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,FRENTE CIVICO LIBERTAD,MOVIMIENTO REGIONAL,"6,029","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,SOLIDARIDAD NACIONAL,PARTIDO POLÍTICO,"4,048","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PARTIDO POLÍTICO,"3,713","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"2,788","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,ACCION POPULAR,PARTIDO POLÍTICO,"1,731","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,PARTIDO POPULAR CRISTIANO - PPC,PARTIDO POLÍTICO,"1,498","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,PARTIDO HUMANISTA PERUANO,PARTIDO POLÍTICO,797,"253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,ALIANZA REGIONAL INDEPENDIENTE,MOVIMIENTO REGIONAL,585,"253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,VOTOS EN BLANCO,,"9,802","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100100,ICA,ICA,,VOTOS NULOS,,"20,935","253,048","221,790",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD,MOVIMIENTO REGIONAL,"24,263","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,UNIDOS POR LA REGION,MOVIMIENTO REGIONAL,"24,003","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,PARTIDO REGIONAL DE INTEGRACION,MOVIMIENTO REGIONAL,"16,870","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,SOLIDARIDAD NACIONAL,PARTIDO POLÍTICO,"12,591","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,FUERZA POPULAR,PARTIDO POLÍTICO,"11,824","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,ALIANZA REGIONAL INDEPENDIENTE,MOVIMIENTO REGIONAL,"9,254","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,UNION POR EL PERU,PARTIDO POLÍTICO,"7,433","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,ACCION POPULAR,PARTIDO POLÍTICO,"2,797","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,PERU PATRIA SEGURA,PARTIDO POLÍTICO,"2,346","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,PARTIDO HUMANISTA PERUANO,PARTIDO POLÍTICO,"1,727","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"1,660","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,"1,573","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,VOTOS EN BLANCO,,"7,512","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100200,ICA,CHINCHA,,VOTOS NULOS,,"8,988","148,388","132,841",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,PARTIDO REGIONAL DE INTEGRACION,MOVIMIENTO REGIONAL,"9,256","50,642","43,299",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD,MOVIMIENTO REGIONAL,"8,153","50,642","43,299",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,UNIDOS POR LA REGION,MOVIMIENTO REGIONAL,"8,111","50,642","43,299",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,ACCION POPULAR,PARTIDO POLÍTICO,"5,896","50,642","43,299",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"3,075","50,642","43,299",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,FUERZA POPULAR,PARTIDO POLÍTICO,"2,282","50,642","43,299",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,SOLIDARIDAD NACIONAL,PARTIDO POLÍTICO,999,"50,642","43,299",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,728,"50,642","43,299",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,UNION POR EL PERU,PARTIDO POLÍTICO,470,"50,642","43,299",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,PARTIDO HUMANISTA PERUANO,PARTIDO POLÍTICO,272,"50,642","43,299",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,FRENTE CIVICO LIBERTAD,MOVIMIENTO REGIONAL,171,"50,642","43,299",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,100300,ICA,NASCA,,MOVIMIENTO INDEPENDIENTE REGIONAL HAMBRE CERO,MOVIMIENTO REGIONAL,58,"50,642","43,299",
