ELECTION_PROCESS,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,TOTAL_VOTERS,MALE_VOTERS,FEMALE_VOTERS,UNDER_18,AGE_18_TO_20,AGE_21_TO_29,AGE_30_TO_35,AGE_36_TO_50,AGE_51_TO_75,OVER_75,INITIAL_EDUCATION,PRIMARY_EDUCATION,SECONDARY_EDUCATION,UNIVERSITY_EDUCATION,TECHNICAL_EDUCATION,SPECIAL_EDUCATION,NO_EDUCATION,DISABILITIES
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091001,HUANUCO,LAURICOCHA,JESUS,"3,138","1,578","1,560",0,316,818,436,783,712,73,0,"1,091","1,705",170,15,0,157,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091002,HUANUCO,LAURICOCHA,BAÑOS,"1,965",973,992,0,139,440,256,577,483,70,0,651,"1,087",132,5,0,90,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091003,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,"1,638",809,829,0,130,419,237,434,384,34,0,548,816,50,3,0,221,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091004,HUANUCO,LAURICOCHA,QUEROPALCA,626,314,312,0,37,149,100,186,136,18,0,225,330,41,1,0,29,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091005,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,"2,878","1,495","1,383",0,243,797,444,789,551,54,0,"1,031","1,371",84,5,0,387,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091006,HUANUCO,LAURICOCHA,RONDOS,"3,308","1,648","1,660",0,248,698,472,958,830,102,0,"1,209","1,599",191,9,0,300,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091007,HUANUCO,LAURICOCHA,JIVIA,"1,357",693,664,0,96,380,207,342,306,26,0,450,757,73,6,0,71,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091101,HUANUCO,YAROWILCA,CHAVINILLO,"4,336","2,162","2,174",0,306,955,645,"1,211","1,131",88,0,"1,846","1,427",104,6,0,953,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091102,HUANUCO,YAROWILCA,APARICIO POMARES,"4,158","2,017","2,141",0,325,"1,135",621,"1,074",935,68,0,"1,636","1,416",66,2,0,"1,038",5
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091103,HUANUCO,YAROWILCA,CAHUAC,"1,626",853,773,0,136,430,239,402,379,40,0,524,860,85,2,0,155,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091104,HUANUCO,YAROWILCA,CHACABAMBA,"2,030","1,041",989,0,175,575,305,562,391,22,0,597,"1,121",100,5,0,207,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091105,HUANUCO,YAROWILCA,JACAS CHICO,"1,385",716,669,0,70,296,217,405,370,27,0,595,525,26,3,0,236,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091106,HUANUCO,YAROWILCA,OBAS,"3,721","1,843","1,878",0,283,831,501,"1,091",947,68,0,"1,466","1,548",141,7,0,559,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091107,HUANUCO,YAROWILCA,PAMPAMARCA,"1,255",614,641,0,131,329,160,350,260,25,0,474,574,19,3,0,185,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,091108,HUANUCO,YAROWILCA,CHORAS,"2,529","1,257","1,272",0,159,661,379,685,588,57,0,912,"1,083",66,0,0,468,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100101,ICA,ICA,ICA,"106,114","50,899","55,215",0,"7,618","23,996","14,219","29,813","25,349","5,119",0,"10,254","64,689","28,329","1,360",20,"1,462",128
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100102,ICA,ICA,LA TINGUIÑA,"21,237","10,387","10,850",0,"1,850","5,828","3,046","5,754","4,017",742,0,"3,088","14,663","2,498",249,2,737,20
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100103,ICA,ICA,LOS AQUIJES,"9,810","4,933","4,877",0,789,"2,594","1,327","2,605","2,054",441,0,"1,883","6,555",988,89,3,292,15
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100104,ICA,ICA,PARCONA,"29,828","14,848","14,980",0,"2,646","8,095","4,248","8,064","5,802",973,0,"4,081","20,585","3,896",370,2,894,35
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100105,ICA,ICA,PUEBLO NUEVO,"3,866","1,905","1,961",0,282,860,512,"1,051",936,225,0,673,"2,559",492,40,1,101,5
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100106,ICA,ICA,SALAS,"10,626","5,413","5,213",0,863,"2,973","1,549","2,751","2,121",369,0,"2,061","6,988","1,090",90,1,396,13
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100107,ICA,ICA,SAN JOSE DE LOS MOLINOS,"4,547","2,260","2,287",0,359,996,650,"1,269","1,061",212,0,849,"3,093",292,40,0,273,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100108,ICA,ICA,SAN JUAN BAUTISTA,"5,208","2,516","2,692",0,324,"1,074",702,"1,520","1,298",290,0,"1,088","3,338",559,53,2,168,8
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100109,ICA,ICA,SANTIAGO,"15,003","7,565","7,438",0,"1,138","4,002","2,337","4,056","2,961",509,0,"2,742","10,397","1,041",135,0,688,11
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100110,ICA,ICA,SUBTANJALLA,"11,543","5,590","5,953",1,"1,188","3,102","1,458","3,195","2,268",331,0,"1,443","7,931","1,757",189,1,222,17
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100111,ICA,ICA,YAUCA DEL ROSARIO,"1,954","1,030",924,0,72,469,257,517,525,114,0,552,"1,156",161,15,1,69,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100112,ICA,ICA,TATE,"3,166","1,556","1,610",0,243,786,418,887,693,139,0,538,"2,281",256,38,1,52,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100113,ICA,ICA,PACHACUTEC,"4,242","2,072","2,170",0,366,"1,103",582,"1,156",873,162,0,787,"2,932",372,37,0,114,5
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100114,ICA,ICA,OCUCAJE,"2,802","1,426","1,376",0,156,640,372,794,664,176,0,671,"1,765",207,16,0,143,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100201,ICA,CHINCHA,CHINCHA ALTA,"50,643","24,405","26,238",0,"3,271","11,466","7,395","14,241","12,165","2,105",0,"8,880","31,299","8,570",998,5,891,65
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100202,ICA,CHINCHA,CHAVIN,"1,322",739,583,0,61,221,136,382,441,81,0,476,554,53,8,0,231,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100203,ICA,CHINCHA,CHINCHA BAJA,"8,810","4,410","4,400",0,652,"2,162","1,251","2,438","1,974",333,0,"2,268","5,451",615,144,0,332,9
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100204,ICA,CHINCHA,EL CARMEN,"7,992","4,005","3,987",1,651,"2,110","1,272","2,056","1,654",248,0,"2,101","5,017",263,85,1,525,5
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100205,ICA,CHINCHA,GROCIO PRADO,"12,381","6,105","6,276",1,957,"2,902","1,781","3,439","2,804",497,0,"3,485","7,242",911,233,1,509,13
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100206,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,"1,266",663,603,0,104,355,151,349,279,28,0,334,806,61,13,0,52,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100207,ICA,CHINCHA,SUNAMPE,"13,739","6,661","7,078",0,"1,109","3,414","1,999","3,694","2,978",545,0,"3,410","8,208","1,416",281,0,424,20
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100208,ICA,CHINCHA,TAMBO DE MORA,"3,182","1,535","1,647",0,231,706,482,952,718,93,0,638,"2,157",246,64,0,77,5
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100209,ICA,CHINCHA,ALTO LARAN,"3,792","1,946","1,846",1,322,"1,085",570,946,767,101,0,"1,004","2,412",160,50,0,166,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100210,ICA,CHINCHA,PUEBLO NUEVO,"30,710","14,881","15,829",0,"2,561","8,256","4,744","8,446","5,874",829,0,"4,567","20,952","3,603",640,4,944,37
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100211,ICA,CHINCHA,SAN JUAN DE YANAC,"1,166",603,563,0,68,282,165,317,286,48,0,315,719,72,19,1,40,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100301,ICA,NAZCA,NAZCA,"21,092","10,752","10,340",0,"1,710","4,795","2,855","6,113","4,793",826,0,"3,362","13,900","2,481",515,3,831,36
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100302,ICA,NAZCA,CHANGUILLO,"1,767",953,814,0,127,423,243,482,440,52,0,447,"1,089",74,18,0,139,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100303,ICA,NAZCA,EL INGENIO,"2,204","1,170","1,034",0,164,462,310,676,495,97,0,539,"1,374",108,29,0,154,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100304,ICA,NAZCA,MARCONA,"9,350","4,826","4,524",0,611,"2,081","1,436","2,659","2,438",125,0,"1,218","6,452","1,209",282,3,186,16
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100305,ICA,NAZCA,VISTA ALEGRE,"10,044","5,151","4,893",0,981,"2,493","1,433","2,847","1,929",361,0,"1,841","6,786",692,234,3,488,17
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100401,ICA,PISCO,PISCO,"44,548","22,399","22,149",2,"3,032","10,150","6,109","12,897","10,751","1,607",0,"7,183","29,653","6,277",679,10,746,73
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100402,ICA,PISCO,HUANCANO,"1,522",782,740,0,115,389,221,404,333,60,0,397,946,82,7,0,90,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100403,ICA,PISCO,HUMAY,"3,758","2,001","1,757",0,299,"1,038",512,"1,038",734,137,0,953,"2,399",114,17,0,275,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100404,ICA,PISCO,INDEPENDENCIA,"7,678","4,032","3,646",1,619,"1,943","1,094","2,135","1,598",288,0,"1,943","4,803",395,80,0,457,7
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100405,ICA,PISCO,PARACAS,"2,537","1,323","1,214",0,246,704,394,733,432,28,0,479,"1,705",213,20,0,120,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100406,ICA,PISCO,SAN ANDRES,"9,122","4,673","4,449",0,681,"2,280","1,370","2,641","1,900",250,0,"1,817","6,062",854,163,2,224,19
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100407,ICA,PISCO,SAN CLEMENTE,"12,068","6,057","6,011",0,"1,109","3,419","1,928","3,323","1,991",298,0,"2,345","8,130",852,135,3,603,10
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100408,ICA,PISCO,TUPAC AMARU INCA,"8,203","3,989","4,214",0,750,"2,200","1,302","2,333","1,409",209,0,"1,540","5,713",587,104,1,258,12
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100501,ICA,PALPA,PALPA,"6,130","3,160","2,970",0,438,"1,522",788,"1,677","1,408",297,0,"1,169","3,925",675,145,3,213,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100502,ICA,PALPA,LLIPATA,"1,267",661,606,0,95,348,171,363,254,36,0,294,810,71,18,0,74,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100503,ICA,PALPA,RIO GRANDE,"2,352","1,256","1,096",0,153,503,364,636,574,122,0,553,"1,479",142,40,0,138,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100504,ICA,PALPA,SANTA CRUZ,"1,066",567,499,0,76,264,143,281,259,43,0,226,701,84,17,0,38,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,100505,ICA,PALPA,TIBILLO,482,272,210,0,30,104,70,131,116,31,0,134,303,27,4,0,14,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110101,JUNIN,HUANCAYO,HUANCAYO,"96,449","46,752","49,697",0,"6,401","22,557","14,135","28,524","21,631","3,201",0,"11,572","57,975","21,673","1,841",9,"3,379",145
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110103,JUNIN,HUANCAYO,CARHUACALLANGA,511,243,268,0,30,116,69,142,130,24,0,147,279,27,5,0,53,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110104,JUNIN,HUANCAYO,COLCA,951,473,478,0,48,218,101,260,281,43,0,280,537,44,6,0,84,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110105,JUNIN,HUANCAYO,CULLHUAS,"2,059",985,"1,074",0,155,549,300,610,412,33,0,848,928,19,2,0,262,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110106,JUNIN,HUANCAYO,CHACAPAMPA,838,400,438,0,49,137,102,226,279,45,0,264,412,47,14,0,101,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110107,JUNIN,HUANCAYO,CHICCHE,761,362,399,0,32,107,71,196,287,68,0,318,299,22,2,0,120,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110108,JUNIN,HUANCAYO,CHILCA,"52,977","26,049","26,928",0,"5,202","16,229","7,858","13,486","8,996","1,206",0,"8,449","35,249","5,686",802,4,"2,787",59
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110109,JUNIN,HUANCAYO,CHONGOS ALTO,"1,138",532,606,0,62,160,108,262,436,110,0,460,475,32,3,0,168,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110112,JUNIN,HUANCAYO,CHUPURO,"1,512",746,766,0,106,370,209,432,353,42,0,436,906,72,17,0,81,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110113,JUNIN,HUANCAYO,EL TAMBO,"104,296","49,838","54,458",0,"8,211","28,098","15,581","26,832","22,352","3,222",0,"11,669","64,402","22,796","2,347",13,"3,069",142
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110114,JUNIN,HUANCAYO,HUACRAPUQUIO,927,408,519,0,69,207,82,251,267,51,0,334,452,36,6,0,99,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110116,JUNIN,HUANCAYO,HUALHUAS,"2,214","1,054","1,160",0,185,512,287,584,572,74,0,388,"1,346",328,37,0,115,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110118,JUNIN,HUANCAYO,HUANCAN,"6,791","3,196","3,595",0,646,"1,888",933,"1,777","1,344",203,0,"1,400","4,306",547,62,0,476,7
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110119,JUNIN,HUANCAYO,HUASICANCHA,549,272,277,0,28,118,73,145,162,23,0,204,258,31,5,0,51,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110120,JUNIN,HUANCAYO,HUAYUCACHI,"5,799","2,738","3,061",0,501,"1,616",805,"1,484","1,216",177,0,"1,247","3,670",434,59,1,388,7
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110121,JUNIN,HUANCAYO,INGENIO,"1,816",852,964,0,137,413,222,504,463,77,0,683,853,54,21,1,204,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110122,JUNIN,HUANCAYO,PARIAHUANCA,"4,112","2,173","1,939",0,225,"1,008",617,"1,244",953,65,0,"1,564","1,706",33,11,0,798,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110123,JUNIN,HUANCAYO,PILCOMAYO,"8,215","3,916","4,299",0,708,"2,144","1,134","2,205","1,789",235,0,"1,438","5,087","1,103",152,0,435,11
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110124,JUNIN,HUANCAYO,PUCARA,"3,748","1,799","1,949",0,265,948,465,"1,122",850,98,0,"1,179","1,960",215,66,0,328,10
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110125,JUNIN,HUANCAYO,QUICHUAY,"1,319",618,701,0,109,302,178,348,317,65,0,423,688,56,12,0,140,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110126,JUNIN,HUANCAYO,QUILCAS,"2,785","1,302","1,483",0,249,699,376,736,620,105,0,810,"1,525",182,25,0,243,9
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110127,JUNIN,HUANCAYO,SAN AGUSTIN,"6,770","3,274","3,496",0,639,"1,876",981,"1,674","1,410",190,0,"1,192","4,349",738,106,1,384,15
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110128,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,"6,764","3,200","3,564",0,559,"1,614",919,"1,830","1,553",289,0,"1,134","4,033","1,134",144,0,319,11
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110131,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,"3,348","1,822","1,526",0,136,741,544,"1,109",778,40,0,"1,443","1,127",54,14,0,710,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110132,JUNIN,HUANCAYO,SAÑO,"2,790","1,361","1,429",0,263,733,396,733,582,83,0,551,"1,676",304,62,0,197,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110133,JUNIN,HUANCAYO,SAPALLANGA,"9,213","4,433","4,780",0,789,"2,402","1,211","2,493","2,060",258,0,"2,136","5,512",598,134,2,831,5
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110134,JUNIN,HUANCAYO,SICAYA,"4,629","2,190","2,439",0,400,"1,130",622,"1,208","1,051",218,0,934,"2,760",485,64,0,386,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110136,JUNIN,HUANCAYO,VIQUES,"1,398",655,743,0,99,362,193,367,321,56,0,438,791,53,19,0,97,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110201,JUNIN,CONCEPCION,CONCEPCION,"11,352","5,556","5,796",0,950,"2,890","1,542","3,083","2,414",473,0,"1,826","6,956","1,815",286,1,468,14
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110202,JUNIN,CONCEPCION,ACO,"1,422",690,732,0,108,290,174,362,418,70,0,467,771,63,12,0,109,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110203,JUNIN,CONCEPCION,ANDAMARCA,"3,092","1,580","1,512",0,176,703,460,913,767,73,0,"1,203","1,003",50,5,0,831,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110204,JUNIN,CONCEPCION,COMAS,"4,726","2,404","2,322",0,351,"1,218",752,"1,325",974,106,0,"1,890","1,850",53,18,0,915,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110205,JUNIN,CONCEPCION,COCHAS,"1,249",668,581,0,85,302,189,348,295,30,0,575,548,8,3,0,115,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110206,JUNIN,CONCEPCION,CHAMBARA,"1,840",846,994,0,145,442,236,499,456,62,0,540,995,112,8,0,185,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110207,JUNIN,CONCEPCION,HEROINAS TOLEDO,"1,139",530,609,0,102,285,137,327,246,42,0,440,581,26,6,0,86,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110208,JUNIN,CONCEPCION,MANZANARES,"1,090",500,590,0,77,263,131,317,259,43,0,224,695,109,19,2,41,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110209,JUNIN,CONCEPCION,MARISCAL CASTILLA,908,463,445,0,57,215,168,247,198,23,0,370,416,20,4,0,98,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110210,JUNIN,CONCEPCION,MATAHUASI,"3,346","1,572","1,774",0,264,818,421,950,730,163,0,664,"2,086",414,49,1,132,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110211,JUNIN,CONCEPCION,MITO,909,463,446,0,57,181,131,267,224,49,0,188,542,98,39,0,42,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110212,JUNIN,CONCEPCION,NUEVE DE JULIO,917,411,506,0,80,195,114,269,202,57,0,207,548,84,14,0,64,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110213,JUNIN,CONCEPCION,ORCOTUNA,"2,409","1,177","1,232",0,237,637,305,615,514,101,0,636,"1,479",138,23,0,133,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110214,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,"1,588",733,855,0,134,335,200,412,410,97,0,420,906,123,25,1,113,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110215,JUNIN,CONCEPCION,SAN JOSE DE QUERO,"3,670","1,757","1,913",0,311,912,494,"1,013",839,101,0,"1,243","2,038",59,17,0,313,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110301,JUNIN,JAUJA,JAUJA,"13,712","6,584","7,128",0,905,"3,270","1,822","3,739","3,399",577,0,"2,003","8,302","2,731",241,2,433,15
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110302,JUNIN,JAUJA,ACOLLA,"6,018","2,870","3,148",0,458,"1,436",743,"1,664","1,480",237,0,"1,335","3,500",522,135,0,526,5
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110303,JUNIN,JAUJA,APATA,"3,284","1,576","1,708",0,245,743,448,944,801,103,0,976,"1,793",245,50,0,220,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110304,JUNIN,JAUJA,ATAURA,"1,081",483,598,0,68,267,148,299,243,56,0,193,684,135,21,0,48,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110305,JUNIN,JAUJA,CANCHAYLLO,"1,205",594,611,0,92,295,141,338,297,42,0,282,780,54,5,0,84,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110306,JUNIN,JAUJA,EL MANTARO,"1,861",883,978,0,145,413,224,510,453,116,0,355,"1,116",252,51,0,87,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110307,JUNIN,JAUJA,HUAMALI,"1,337",655,682,0,76,267,162,388,362,82,0,306,815,141,23,0,52,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110308,JUNIN,JAUJA,HUARIPAMPA,822,389,433,0,40,148,85,232,246,71,0,168,480,124,13,0,37,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110309,JUNIN,JAUJA,HUERTAS,"1,411",694,717,0,100,330,191,393,330,67,0,294,903,107,34,0,73,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110310,JUNIN,JAUJA,JANJAILLO,702,319,383,0,33,177,94,153,223,22,0,275,336,15,6,0,70,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110311,JUNIN,JAUJA,JULCAN,813,403,410,0,46,153,88,247,225,54,0,151,539,86,12,1,24,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110312,JUNIN,JAUJA,LEONOR ORDOÑEZ,"1,196",578,618,0,81,233,126,366,307,83,0,222,746,145,23,0,60,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110313,JUNIN,JAUJA,LLOCLLAPAMPA,"1,248",596,652,0,77,255,147,333,359,77,0,281,732,110,16,0,109,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110314,JUNIN,JAUJA,MARCO,"1,499",699,800,0,78,314,186,398,432,91,0,345,848,139,20,0,147,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110315,JUNIN,JAUJA,MASMA,"1,471",710,761,0,101,305,169,421,383,92,0,350,894,117,20,0,90,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110316,JUNIN,JAUJA,MOLINOS,"1,350",689,661,0,101,334,162,393,301,59,0,449,690,92,6,0,113,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110317,JUNIN,JAUJA,MONOBAMBA,"1,027",619,408,0,75,226,152,317,232,25,0,459,477,24,6,0,61,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110318,JUNIN,JAUJA,MUQUI,761,348,413,0,47,156,89,200,212,57,0,169,471,86,14,0,21,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110319,JUNIN,JAUJA,MUQUIYAUYO,"1,790",851,939,0,117,377,212,446,486,152,0,369,"1,070",222,28,0,101,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110320,JUNIN,JAUJA,PACA,925,448,477,0,55,189,118,240,255,68,0,304,496,33,6,0,86,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110321,JUNIN,JAUJA,PACCHA,"1,493",684,809,0,81,332,198,461,368,53,0,439,883,46,7,0,118,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110322,JUNIN,JAUJA,PANCAN,943,464,479,0,72,232,107,247,243,42,0,203,589,83,16,0,52,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110323,JUNIN,JAUJA,PARCO,"1,322",625,697,0,105,291,162,351,352,61,0,304,826,99,16,0,77,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110324,JUNIN,JAUJA,POMACANCHA,"1,005",434,571,0,76,220,118,284,285,22,0,403,447,16,4,0,135,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110325,JUNIN,JAUJA,RICRAN,"1,059",538,521,0,55,168,149,318,326,43,0,510,418,13,5,0,113,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110326,JUNIN,JAUJA,SAN LORENZO,"1,277",592,685,0,89,306,205,338,290,49,0,262,811,121,24,0,59,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110327,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,631,300,331,0,41,138,84,166,163,39,0,134,396,52,9,0,40,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110328,JUNIN,JAUJA,SINCOS,"2,421","1,126","1,295",0,165,529,328,682,621,96,0,738,"1,370",115,39,0,159,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110329,JUNIN,JAUJA,TUNAN MARCA,"1,035",496,539,0,58,213,119,308,288,49,0,343,533,80,2,0,77,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110330,JUNIN,JAUJA,YAULI,"1,106",561,545,0,81,255,126,302,285,57,0,285,690,57,8,0,66,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110331,JUNIN,JAUJA,CURICACA,"1,022",501,521,0,87,272,125,273,230,35,0,280,633,27,11,0,71,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110332,JUNIN,JAUJA,MASMA CHICCHE,660,323,337,0,68,154,92,181,147,18,0,253,298,12,5,0,92,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110333,JUNIN,JAUJA,SAUSA,"1,665",818,847,0,137,445,204,447,354,78,0,302,"1,027",161,40,0,135,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110334,JUNIN,JAUJA,YAUYOS,"5,829","2,708","3,121",0,421,"1,561",819,"1,528","1,304",196,0,"1,075","3,639",718,92,0,305,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,110401,JUNIN,JUNIN,JUNIN,"9,513","4,346","5,167",0,762,"2,376","1,187","2,633","2,152",403,0,"2,185","5,279",980,229,2,838,27
