REGION,PROVINCE,DISTRICT,CAPITAL,POVERTY_INDICATOR,POPULATION,NUMBER_OF_PROVINCES,NUMBER_OF_DISTRICTS,NUMBER_OF_VOTERS,PROVINCE_ALDERMEN,PROVINCE_COUNCILMEN,DISTRICT_ALDERMEN,DISTRICT_COUNCILMEN
Departamento,Provincia,Distrito,Capital,Indicador de pobreza,Población,N° Provincias,N° Distritos,Electores,Alcaldes provinciales,Regidores provinciales,Alcaldes distritales,Regidores distritales
NACION,,,LIMA,,"32,162,184",196,"1,676","23,375,001",196,"1,764","1,678","8,950"
AMAZONAS,,,CHACHAPOYAS,,"425,829",7,77,"291,920",7,61,77,387
AMAZONAS,CHACHAPOYAS,,CHACHAPOYAS,,"55,580",1,20,"38,713",1,9,20,100
AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,CHACHAPOYAS,NO POBRE,"29,258",0,1,"19,196",0,0,0,0
AMAZONAS,CHACHAPOYAS,ASUNCION,ASUNCION,POBRE NO EXTREMO,287,0,1,288,0,0,1,5
AMAZONAS,CHACHAPOYAS,BALSAS,BALSAS,NO POBRE,"1,646",0,1,"1,012",0,0,1,5
AMAZONAS,CHACHAPOYAS,CHETO,CHETO,NO POBRE,589,0,1,564,0,0,1,5
AMAZONAS,CHACHAPOYAS,CHILIQUIN,CHILIQUIN,POBRE NO EXTREMO,677,0,1,717,0,0,1,5
AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,CHUQUIBAMBA,POBRE NO EXTREMO,"2,056",0,1,"1,490",0,0,1,5
AMAZONAS,CHACHAPOYAS,GRANADA,GRANADA,NO POBRE,375,0,1,421,0,0,1,5
AMAZONAS,CHACHAPOYAS,HUANCAS,HUANCAS,NO POBRE,"1,334",0,1,402,0,0,1,5
AMAZONAS,CHACHAPOYAS,LA JALCA,LA JALCA,POBRE EXTREMO,"5,501",0,1,"3,742",0,0,1,5
AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,LEIMEBAMBA,NO POBRE,"4,200",0,1,"2,535",0,0,1,5
AMAZONAS,CHACHAPOYAS,LEVANTO,LEVANTO,NO POBRE,855,0,1,887,0,0,1,5
AMAZONAS,CHACHAPOYAS,MAGDALENA,MAGDALENA,NO POBRE,775,0,1,710,0,0,1,5
AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,DURAZNOPAMPA,NO POBRE,976,0,1,830,0,0,1,5
AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOLINOPAMPA,NO POBRE,"2,746",0,1,"1,766",0,0,1,5
AMAZONAS,CHACHAPOYAS,MONTEVIDEO,MONTEVIDEO,NO POBRE,564,0,1,599,0,0,1,5
AMAZONAS,CHACHAPOYAS,OLLEROS,OLLEROS,POBRE NO EXTREMO,360,0,1,359,0,0,1,5
AMAZONAS,CHACHAPOYAS,QUINJALCA,QUINJALCA,POBRE NO EXTREMO,821,0,1,799,0,0,1,5
AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,DAGUAS,NO POBRE,351,0,1,297,0,0,1,5
AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,MAINO,NO POBRE,700,0,1,518,0,0,1,5
AMAZONAS,CHACHAPOYAS,SOLOCO,SOLOCO,NO POBRE,"1,292",0,1,"1,275",0,0,1,5
AMAZONAS,CHACHAPOYAS,SONCHE,SAN JUAN DE SONCHE,NO POBRE,217,0,1,306,0,0,1,5
AMAZONAS,BAGUA,,BAGUA,,"77,102",1,5,"58,755",1,9,5,25
AMAZONAS,BAGUA,LA PECA,LA PECA,NO POBRE,"8,040",0,1,"8,271",0,0,1,5
AMAZONAS,BAGUA,ARAMANGO,ARAMANGO,NO POBRE,"10,875",0,1,"8,487",0,0,1,5
AMAZONAS,BAGUA,COPALLIN,COPALLIN,NO POBRE,"6,299",0,1,"4,171",0,0,1,5
AMAZONAS,BAGUA,EL PARCO,EL PARCO,NO POBRE,"1,493",0,1,"1,348",0,0,1,5
AMAZONAS,BAGUA,BAGUA,BAGUA (BAGUA CHICA),NO POBRE,"26,064",0,1,"16,967",0,0,0,0
AMAZONAS,BAGUA,IMAZA,CHIRIACO,POBRE EXTREMO,"24,331",0,1,"19,511",0,0,1,5
AMAZONAS,BONGARA,,JUMBILLA,,"34,491",1,11,"20,249",1,7,11,55
AMAZONAS,BONGARA,JUMBILLA,JUMBILLA,NO POBRE,"1,765",0,1,849,0,0,0,0
AMAZONAS,BONGARA,COROSHA,COROSHA,NO POBRE,"1,051",0,1,645,0,0,1,5
AMAZONAS,BONGARA,CUISPES,CUISPES,NO POBRE,899,0,1,609,0,0,1,5
AMAZONAS,BONGARA,CHISQUILLA,CHISQUILLA,NO POBRE,334,0,1,383,0,0,1,5
AMAZONAS,BONGARA,CHURUJA,CHURUJA,NO POBRE,267,0,1,322,0,0,1,5
AMAZONAS,BONGARA,FLORIDA,FLORIDA,NO POBRE,"8,702",0,1,"4,308",0,0,1,5
AMAZONAS,BONGARA,RECTA,RECTA,NO POBRE,199,0,1,319,0,0,1,5
AMAZONAS,BONGARA,SAN CARLOS,SAN CARLOS,NO POBRE,305,0,1,411,0,0,1,5
AMAZONAS,BONGARA,SHIPASBAMBA,SHIPASBAMBA,NO POBRE,"1,827",0,1,"1,313",0,0,1,5
AMAZONAS,BONGARA,VALERA,VALERA,NO POBRE,"1,277",0,1,877,0,0,1,5
AMAZONAS,BONGARA,YAMBRASBAMBA,PROGRESO,NO POBRE,"8,509",0,1,"4,311",0,0,1,5
AMAZONAS,BONGARA,JAZAN,PEDRO RUIZ GALLO,NO POBRE,"9,356",0,1,"5,902",0,0,1,5
AMAZONAS,LUYA,,LAMUD,,"51,974",1,22,"34,302",1,9,22,110
AMAZONAS,LUYA,LAMUD,LAMUD,NO POBRE,"2,281",0,1,"1,672",0,0,0,0
AMAZONAS,LUYA,CAMPORREDONDO,CAMPORREDONDO,NO POBRE,"7,145",0,1,"4,237",0,0,1,5
AMAZONAS,LUYA,COCABAMBA,COCABAMBA,POBRE NO EXTREMO,"2,517",0,1,"1,420",0,0,1,5
AMAZONAS,LUYA,COLCAMAR,COLCAMAR,POBRE NO EXTREMO,"2,248",0,1,"1,699",0,0,1,5
AMAZONAS,LUYA,CONILA,COHECHAN,NO POBRE,"2,076",0,1,"1,484",0,0,1,5
AMAZONAS,LUYA,INGUILPATA,INGUILPATA,NO POBRE,580,0,1,500,0,0,1,5
AMAZONAS,LUYA,LONGUITA,LONGUITA,NO POBRE,"1,164",0,1,760,0,0,1,5
AMAZONAS,LUYA,LONYA CHICO,LONYA CHICO,NO POBRE,953,0,1,823,0,0,1,5
AMAZONAS,LUYA,LUYA,LUYA,NO POBRE,"4,413",0,1,"2,851",0,0,1,5
AMAZONAS,LUYA,LUYA VIEJO,LUYA VIEJO,NO POBRE,489,0,1,318,0,0,1,5
AMAZONAS,LUYA,MARIA,MARIA,NO POBRE,944,0,1,758,0,0,1,5
AMAZONAS,LUYA,OCALLI,OCALLI,NO POBRE,"4,264",0,1,"2,376",0,0,1,5
AMAZONAS,LUYA,OCUMAL,COLLONCE,NO POBRE,"4,192",0,1,"2,587",0,0,1,5
AMAZONAS,LUYA,PISUQUIA,YOMBLON,POBRE NO EXTREMO,"6,134",0,1,"3,635",0,0,1,5
AMAZONAS,LUYA,SAN CRISTOBAL,OLTO,POBRE NO EXTREMO,682,0,1,540,0,0,1,5
AMAZONAS,LUYA,SAN FRANCISCO DE YESO,SAN FRANCISCO DE YESO,POBRE NO EXTREMO,819,0,1,620,0,0,1,5
AMAZONAS,LUYA,SAN JERONIMO,PACLAS,POBRE NO EXTREMO,873,0,1,650,0,0,1,5
AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,SAN JUAN DE LOPECANCHA,POBRE NO EXTREMO,502,0,1,474,0,0,1,5
AMAZONAS,LUYA,SANTA CATALINA,SANTA CATALINA,POBRE NO EXTREMO,"1,908",0,1,"1,263",0,0,1,5
AMAZONAS,LUYA,SANTO TOMAS,SANTO TOMAS,POBRE NO EXTREMO,"3,518",0,1,"2,572",0,0,1,5
AMAZONAS,LUYA,TINGO,TINGO,NO POBRE,"1,363",0,1,"1,075",0,0,1,5
AMAZONAS,LUYA,TRITA,TRITA,NO POBRE,"1,375",0,1,941,0,0,1,5
AMAZONAS,LUYA,PROVIDENCIA,PROVIDENCIA,POBRE NO EXTREMO,"1,534",0,1,"1,047",0,0,1,5
AMAZONAS,RODRIGUEZ DE MENDOZA,,MENDOZA,,"31,601",1,11,"22,310",1,7,11,55
AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,SAN NICOLAS,NO POBRE,"5,295",0,1,"3,691",0,0,0,0
AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,COCHAMAL,NO POBRE,503,0,1,608,0,0,1,5
AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,CHIRIMOTO,POBRE NO EXTREMO,"2,083",0,1,"1,653",0,0,1,5
AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,HUAMBO,NO POBRE,"2,515",0,1,"2,341",0,0,1,5
AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,LIMABAMBA,NO POBRE,"3,059",0,1,"1,385",0,0,1,5
AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,LONGAR,NO POBRE,"1,614",0,1,"1,379",0,0,1,5
AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC,MILPUCC,NO POBRE,596,0,1,625,0,0,1,5
AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,MARISCAL BENAVIDES,NO POBRE,"1,371",0,1,"1,538",0,0,1,5
AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,OMIA,NO POBRE,"9,845",0,1,"6,433",0,0,1,5
AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,SANTA ROSA DE GUAYABAMBA,NO POBRE,453,0,1,513,0,0,1,5
AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,TOTORA,NO POBRE,445,0,1,429,0,0,1,5
AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,VISTA ALEGRE,NO POBRE,"3,822",0,1,"1,715",0,0,1,5
AMAZONAS,CONDORCANQUI,,SANTA MARIA DE NIEVA,,"55,988",1,2,"34,062",1,9,2,10
AMAZONAS,CONDORCANQUI,NIEVA,SANTA MARIA DE NIEVA,POBRE NO EXTREMO,"29,314",0,1,"17,007",0,0,0,0
AMAZONAS,CONDORCANQUI,RIO SANTIAGO,NUEVA GALILEA,POBRE EXTREMO,"17,049",0,1,"8,768",0,0,1,5
AMAZONAS,CONDORCANQUI,EL CENEPA,HUAMPAMI,POBRE EXTREMO,"9,625",0,1,"8,287",0,0,1,5
AMAZONAS,UTCUBAMBA,,BAGUA GRANDE,,"119,093",1,6,"83,529",1,11,6,32
AMAZONAS,UTCUBAMBA,BAGUA GRANDE,BAGUA GRANDE,NO POBRE,"54,071",0,1,"38,293",0,0,0,0
AMAZONAS,UTCUBAMBA,CAJARURO,CAJARURO,NO POBRE,"28,443",0,1,"20,015",0,0,1,7
AMAZONAS,UTCUBAMBA,CUMBA,CUMBA,NO POBRE,"8,702",0,1,"6,420",0,0,1,5
AMAZONAS,UTCUBAMBA,EL MILAGRO,EL MILAGRO,NO POBRE,"6,393",0,1,"4,147",0,0,1,5
AMAZONAS,UTCUBAMBA,JAMALCA,JAMALCA,NO POBRE,"8,228",0,1,"5,233",0,0,1,5
AMAZONAS,UTCUBAMBA,LONYA GRANDE,LONYA GRANDE,NO POBRE,"10,438",0,1,"6,748",0,0,1,5
AMAZONAS,UTCUBAMBA,YAMON,YAMON,NO POBRE,"2,818",0,1,"2,673",0,0,1,5
ANCASH,,,HUARAZ,,"1,166,182",20,146,"870,630",20,140,146,740
ANCASH,HUARAZ,,HUARAZ,,"170,846",1,11,"126,245",1,11,11,59
ANCASH,HUARAZ,HUARAZ,HUARAZ,NO POBRE,"65,937",0,1,"49,496",0,0,0,0
ANCASH,HUARAZ,INDEPENDENCIA,CENTENARIO,NO POBRE,"75,974",0,1,"51,333",0,0,1,9
ANCASH,HUARAZ,COCHABAMBA,COCHABAMBA,POBRE EXTREMO,"1,965",0,1,"1,604",0,0,1,5
ANCASH,HUARAZ,COLCABAMBA,COLCABAMBA,NO POBRE,832,0,1,323,0,0,1,5
ANCASH,HUARAZ,HUANCHAY,HUANCHAY,NO POBRE,"2,196",0,1,"1,762",0,0,1,5
ANCASH,HUARAZ,JANGAS,JANGAS,NO POBRE,"5,126",0,1,"4,108",0,0,1,5
ANCASH,HUARAZ,LA LIBERTAD,CAJAMARQUILLA,POBRE EXTREMO,"1,117",0,1,"1,201",0,0,1,5
ANCASH,HUARAZ,OLLEROS,OLLEROS,NO POBRE,"2,094",0,1,"2,733",0,0,1,5
ANCASH,HUARAZ,PAMPAS GRANDE,PAMPAS GRANDE,NO POBRE,"1,144",0,1,"1,103",0,0,1,5
ANCASH,HUARAZ,PARIACOTO,PARIACOTO,NO POBRE,"4,796",0,1,"3,907",0,0,1,5
ANCASH,HUARAZ,PIRA,PIRA,POBRE EXTREMO,"3,725",0,1,"3,706",0,0,1,5
ANCASH,HUARAZ,TARICA,TARICA,NO POBRE,"5,940",0,1,"4,969",0,0,1,5
ANCASH,AIJA,,AIJA,,"7,686",1,4,"5,967",1,5,4,20
ANCASH,AIJA,AIJA,AIJA,NO POBRE,"1,812",0,1,"1,714",0,0,0,0
ANCASH,AIJA,CORIS,CORIS,NO POBRE,"2,268",0,1,"1,386",0,0,1,5
ANCASH,AIJA,HUACLLAN,HUACLLAN,NO POBRE,630,0,1,415,0,0,1,5
ANCASH,AIJA,LA MERCED,LA MERCED,NO POBRE,"2,160",0,1,"1,717",0,0,1,5
ANCASH,AIJA,SUCCHA,SUCCHA,NO POBRE,816,0,1,735,0,0,1,5
ANCASH,BOLOGNESI,,CHIQUIAN,,"33,329",1,14,"19,285",1,7,14,70
ANCASH,BOLOGNESI,CHIQUIAN,CHIQUIAN,NO POBRE,"3,535",0,1,"3,201",0,0,0,0
ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,LLACLLA,NO POBRE,"1,281",0,1,236,0,0,1,5
ANCASH,BOLOGNESI,AQUIA,AQUIA,NO POBRE,"2,424",0,1,"1,786",0,0,1,5
ANCASH,BOLOGNESI,CAJACAY,CAJACAY,NO POBRE,"1,591",0,1,"1,414",0,0,1,5
ANCASH,BOLOGNESI,HUAYLLACAYAN,HUAYLLACAYAN,NO POBRE,"1,055",0,1,"1,026",0,0,1,5
ANCASH,BOLOGNESI,HUASTA,HUASTA,NO POBRE,"2,610",0,1,"1,357",0,0,1,5
ANCASH,BOLOGNESI,MANGAS,MANGAS,NO POBRE,561,0,1,467,0,0,1,5
ANCASH,BOLOGNESI,PACLLON,PACLLON,NO POBRE,"1,781",0,1,914,0,0,1,5
ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,CORPANQUI,NO POBRE,"1,316",0,1,252,0,0,1,5
ANCASH,BOLOGNESI,TICLLOS,TICLLOS,NO POBRE,"1,305",0,1,499,0,0,1,5
ANCASH,BOLOGNESI,ANTONIO RAIMONDI,RAQUIA,NO POBRE,"1,051",0,1,"1,157",0,0,1,5
ANCASH,BOLOGNESI,CANIS,CANIS,NO POBRE,"1,326",0,1,336,0,0,1,5
ANCASH,BOLOGNESI,COLQUIOC,CHASQUITAMBO,NO POBRE,"4,213",0,1,"1,738",0,0,1,5
ANCASH,BOLOGNESI,LA PRIMAVERA,GARGORILLO,NO POBRE,962,0,1,310,0,0,1,5
ANCASH,BOLOGNESI,HUALLANCA,HUALLANCA,NO POBRE,"8,318",0,1,"4,592",0,0,1,5
ANCASH,CARHUAZ,,CARHUAZ,,"47,773",1,10,"38,099",1,7,10,50
ANCASH,CARHUAZ,CARHUAZ,CARHUAZ,NO POBRE,"15,758",0,1,"11,601",0,0,0,0
ANCASH,CARHUAZ,ACOPAMPA,ACOPAMPA,NO POBRE,"2,681",0,1,"1,968",0,0,1,5
ANCASH,CARHUAZ,AMASHCA,AMASHCA,NO POBRE,"1,554",0,1,"1,574",0,0,1,5
ANCASH,CARHUAZ,ANTA,ANTA,NO POBRE,"2,501",0,1,"2,073",0,0,1,5
ANCASH,CARHUAZ,ATAQUERO,CARHUAC,POBRE EXTREMO,"1,331",0,1,"1,556",0,0,1,5
ANCASH,CARHUAZ,MARCARA,MARCARA,NO POBRE,"9,455",0,1,"7,801",0,0,1,5
ANCASH,CARHUAZ,PARIAHUANCA,PARIAHUANCA,NO POBRE,"1,628",0,1,"1,294",0,0,1,5
ANCASH,CARHUAZ,SAN MIGUEL DE ACO,ACO,POBRE EXTREMO,"2,795",0,1,"2,022",0,0,1,5
ANCASH,CARHUAZ,SHILLA,SHILLA,POBRE EXTREMO,"3,301",0,1,"3,240",0,0,1,5
ANCASH,CARHUAZ,TINCO,TINCO,NO POBRE,"3,307",0,1,"2,471",0,0,1,5
ANCASH,CARHUAZ,YUNGAR,YUNGAR,NO POBRE,"3,462",0,1,"2,499",0,0,1,5
ANCASH,CASMA,,CASMA,,"48,600",1,3,"35,870",1,7,3,15
ANCASH,CASMA,CASMA,CASMA,NO POBRE,"33,804",0,1,"24,579",0,0,0,0
ANCASH,CASMA,BUENA VISTA ALTA,BUENA VISTA ALTA,NO POBRE,"4,235",0,1,"3,437",0,0,1,5
ANCASH,CASMA,COMANDANTE NOEL,PUERTO CASMA,NO POBRE,"2,021",0,1,"1,913",0,0,1,5
ANCASH,CASMA,YAUTAN,YAUTAN,NO POBRE,"8,540",0,1,"5,941",0,0,1,5
ANCASH,CORONGO,,CORONGO,,"8,071",1,6,"5,691",1,5,6,30
ANCASH,CORONGO,CORONGO,CORONGO,NO POBRE,"1,376",0,1,"1,191",0,0,0,0
ANCASH,CORONGO,ACO,ACO,NO POBRE,429,0,1,370,0,0,1,5
ANCASH,CORONGO,BAMBAS,BAMBAS,NO POBRE,546,0,1,393,0,0,1,5
ANCASH,CORONGO,CUSCA,CUSCA,NO POBRE,"2,988",0,1,"1,963",0,0,1,5
ANCASH,CORONGO,LA PAMPA,LA PAMPA,NO POBRE,983,0,1,868,0,0,1,5
ANCASH,CORONGO,YANAC,YANAC,NO POBRE,696,0,1,600,0,0,1,5
ANCASH,CORONGO,YUPAN,YUPAN,NO POBRE,"1,053",0,1,306,0,0,1,5
ANCASH,HUAYLAS,,CARAZ,,"56,941",1,9,"41,704",1,9,9,45
ANCASH,HUAYLAS,CARAZ,CARAZ,NO POBRE,"26,803",0,1,"17,887",0,0,0,0
ANCASH,HUAYLAS,HUALLANCA,HUALLANCA,NO POBRE,674,0,1,945,0,0,1,5
ANCASH,HUAYLAS,HUATA,HUATA,NO POBRE,"1,626",0,1,"1,192",0,0,1,5
ANCASH,HUAYLAS,HUAYLAS,HUAYLAS,NO POBRE,"1,389",0,1,"1,503",0,0,1,5
ANCASH,HUAYLAS,MATO,SUCRE,NO POBRE,"1,975",0,1,"1,681",0,0,1,5
ANCASH,HUAYLAS,PAMPAROMAS,PAMPAROMAS,POBRE EXTREMO,"9,255",0,1,"5,838",0,0,1,5
ANCASH,HUAYLAS,PUEBLO LIBRE,PUEBLO LIBRE,POBRE EXTREMO,"7,223",0,1,"5,950",0,0,1,5
ANCASH,HUAYLAS,SANTA CRUZ,HUARIPAMPA,POBRE EXTREMO,"5,232",0,1,"4,049",0,0,1,5
ANCASH,HUAYLAS,YURACMARCA,YURACMARCA,NO POBRE,"1,737",0,1,"1,721",0,0,1,5
ANCASH,HUAYLAS,SANTO TORIBIO,SANTO TORIBIO,NO POBRE,"1,027",0,1,938,0,0,1,5
ANCASH,HUARI,,HUARI,,"62,922",1,15,"56,750",1,9,15,75
ANCASH,HUARI,HUARI,HUARI,NO POBRE,"10,415",0,1,"6,212",0,0,0,0
ANCASH,HUARI,CAJAY,CAJAY,POBRE EXTREMO,"2,493",0,1,"3,164",0,0,1,5
ANCASH,HUARI,CHAVIN DE HUANTAR,CHAVIN DE HUANTAR,POBRE EXTREMO,"9,199",0,1,"6,589",0,0,1,5
ANCASH,HUARI,HUACACHI,HUACACHI,POBRE EXTREMO,"1,788",0,1,"2,080",0,0,1,5
ANCASH,HUARI,HUACHIS,HUACHIS,POBRE EXTREMO,"3,419",0,1,"3,719",0,0,1,5
ANCASH,HUARI,HUACCHIS,HUACCHIS,POBRE EXTREMO,"2,066",0,1,"1,650",0,0,1,5
ANCASH,HUARI,HUANTAR,HUANTAR,POBRE EXTREMO,"3,042",0,1,"2,469",0,0,1,5
ANCASH,HUARI,MASIN,MASIN,NO POBRE,"1,614",0,1,"1,677",0,0,1,5
ANCASH,HUARI,PAUCAS,PAUCAS,POBRE EXTREMO,"1,795",0,1,"2,000",0,0,1,5
ANCASH,HUARI,PONTO,PONTO,POBRE EXTREMO,"3,302",0,1,"3,317",0,0,1,5
ANCASH,HUARI,RAHUAPAMPA,RAHUAPAMPA,NO POBRE,814,0,1,711,0,0,1,5
ANCASH,HUARI,RAPAYAN,RAPAYAN,POBRE EXTREMO,"1,791",0,1,"1,609",0,0,1,5
ANCASH,HUARI,SAN MARCOS,SAN MARCOS,NO POBRE,"15,139",0,1,"15,237",0,0,1,5
ANCASH,HUARI,SAN PEDRO DE CHANA,CHANA,POBRE EXTREMO,"2,846",0,1,"2,797",0,0,1,5
ANCASH,HUARI,UCO,UCO,POBRE EXTREMO,"1,648",0,1,"1,456",0,0,1,5
ANCASH,HUARI,ANRA,ANRA,POBRE EXTREMO,"1,551",0,1,"2,063",0,0,1,5
ANCASH,MARISCAL LUZURIAGA,,PISCOBAMBA,,"23,783",1,7,"16,126",1,5,7,35
ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,PISCOBAMBA,NO POBRE,"3,783",0,1,"2,234",0,0,0,0
ANCASH,MARISCAL LUZURIAGA,CASCA,CASCA,POBRE EXTREMO,"4,515",0,1,"3,009",0,0,1,5
ANCASH,MARISCAL LUZURIAGA,LUCMA,LUCMA,POBRE EXTREMO,"3,247",0,1,"2,268",0,0,1,5
ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,SANACHGAN,POBRE EXTREMO,"2,223",0,1,"1,607",0,0,1,5
ANCASH,MARISCAL LUZURIAGA,LLAMA,LLAMA,NO POBRE,"1,201",0,1,"1,014",0,0,1,5
ANCASH,MARISCAL LUZURIAGA,LLUMPA,LLUMPA,POBRE EXTREMO,"6,439",0,1,"4,250",0,0,1,5
ANCASH,MARISCAL LUZURIAGA,MUSGA,MUSGA,NO POBRE,"1,001",0,1,816,0,0,1,5
ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,PAMPACHACRA,POBRE EXTREMO,"1,374",0,1,928,0,0,1,5
ANCASH,PALLASCA,,CABANA,,"30,759",1,10,"17,863",1,7,10,50
ANCASH,PALLASCA,CABANA,CABANA,NO POBRE,"2,694",0,1,"2,039",0,0,0,0
ANCASH,PALLASCA,BOLOGNESI,BOLOGNESI,NO POBRE,"1,281",0,1,836,0,0,1,5
ANCASH,PALLASCA,CONCHUCOS,CONCHUCOS,POBRE EXTREMO,"8,442",0,1,"5,139",0,0,1,5
ANCASH,PALLASCA,HUACASCHUQUE,HUACASCHUQUE,NO POBRE,552,0,1,451,0,0,1,5
ANCASH,PALLASCA,HUANDOVAL,HUANDOVAL,NO POBRE,"1,116",0,1,743,0,0,1,5
ANCASH,PALLASCA,LACABAMBA,LACABAMBA,NO POBRE,548,0,1,513,0,0,1,5
ANCASH,PALLASCA,LLAPO,LLAPO,NO POBRE,728,0,1,454,0,0,1,5
ANCASH,PALLASCA,PALLASCA,PALLASCA,POBRE EXTREMO,"2,391",0,1,"1,934",0,0,1,5
ANCASH,PALLASCA,PAMPAS,PAMPAS,POBRE EXTREMO,"8,832",0,1,"3,038",0,0,1,5
ANCASH,PALLASCA,SANTA ROSA,SANTA ROSA,NO POBRE,"1,025",0,1,764,0,0,1,5
ANCASH,PALLASCA,TAUCA,TAUCA,NO POBRE,"3,150",0,1,"1,952",0,0,1,5
ANCASH,POMABAMBA,,POMABAMBA,,"29,649",1,3,"18,699",1,7,3,15
ANCASH,POMABAMBA,POMABAMBA,POMABAMBA,NO POBRE,"16,677",0,1,"9,840",0,0,0,0
ANCASH,POMABAMBA,HUAYLLAN,HUAYLLAN,NO POBRE,"3,637",0,1,"2,636",0,0,1,5
ANCASH,POMABAMBA,PAROBAMBA,PAROBAMBA,POBRE EXTREMO,"6,974",0,1,"4,612",0,0,1,5
ANCASH,POMABAMBA,QUINUABAMBA,QUINUABAMBA,POBRE EXTREMO,"2,361",0,1,"1,611",0,0,1,5
ANCASH,RECUAY,,RECUAY,,"19,335",1,9,"16,548",1,5,9,45
ANCASH,RECUAY,RECUAY,RECUAY,NO POBRE,"4,294",0,1,"4,738",0,0,0,0
ANCASH,RECUAY,COTAPARACO,COTAPARACO,NO POBRE,646,0,1,551,0,0,1,5
ANCASH,RECUAY,HUAYLLAPAMPA,HUAYLLAPAMPA,NO POBRE,"1,346",0,1,767,0,0,1,5
ANCASH,RECUAY,MARCA,MARCA,NO POBRE,957,0,1,"1,035",0,0,1,5
ANCASH,RECUAY,PAMPAS CHICO,PAMPAS CHICO,NO POBRE,"2,130",0,1,945,0,0,1,5
ANCASH,RECUAY,PARARIN,PARARIN,NO POBRE,"1,407",0,1,"1,237",0,0,1,5
ANCASH,RECUAY,TAPACOCHA,TAPACOCHA,POBRE EXTREMO,443,0,1,547,0,0,1,5
ANCASH,RECUAY,TICAPAMPA,TICAPAMPA,NO POBRE,"2,203",0,1,"2,317",0,0,1,5
ANCASH,RECUAY,LLACLLIN,LLACLLIN,POBRE NO EXTREMO,"1,891",0,1,911,0,0,1,5
ANCASH,RECUAY,CATAC,CATAC,NO POBRE,"4,018",0,1,"3,500",0,0,1,5
ANCASH,SANTA,,CHIMBOTE,,"447,517",1,8,"347,211",1,13,8,46
ANCASH,SANTA,CHIMBOTE,CHIMBOTE,NO POBRE,"215,070",0,1,"183,198",0,0,0,0
ANCASH,SANTA,CACERES DEL PERU,CACERES DEL PERU,NO POBRE,"4,821",0,1,"4,244",0,0,1,5
ANCASH,SANTA,MACATE,MACATE,NO POBRE,"3,252",0,1,"3,056",0,0,1,5
ANCASH,SANTA,MORO,MORO,NO POBRE,"7,499",0,1,"6,615",0,0,1,5
ANCASH,SANTA,NEPEÑA,NEPEÑA,NO POBRE,"16,007",0,1,"10,933",0,0,1,5
ANCASH,SANTA,SAMANCO,SAMANCO,NO POBRE,"4,682",0,1,"3,664",0,0,1,5
ANCASH,SANTA,SANTA,SANTA,NO POBRE,"21,134",0,1,"24,196",0,0,1,5
ANCASH,SANTA,COISHCO,COISHCO,NO POBRE,"16,058",0,1,"12,514",0,0,1,5
ANCASH,SANTA,NUEVO CHIMBOTE,NUEVO CHIMBOTE,NO POBRE,"158,994",0,1,"98,791",0,0,1,11
ANCASH,SIHUAS,,SIHUAS,,"30,329",1,9,"21,541",1,7,9,45
ANCASH,SIHUAS,SIHUAS,SIHUAS,NO POBRE,"5,730",0,1,"3,736",0,0,0,0
ANCASH,SIHUAS,ALFONSO UGARTE,ULLULLUCO,POBRE NO EXTREMO,745,0,1,494,0,0,1,5
ANCASH,SIHUAS,CHINGALPO,CHINGALPO,POBRE EXTREMO,"1,015",0,1,788,0,0,1,5
ANCASH,SIHUAS,HUAYLLABAMBA,HUAYLLABAMBA,POBRE EXTREMO,"3,938",0,1,"2,745",0,0,1,5
ANCASH,SIHUAS,QUICHES,QUICHES,POBRE EXTREMO,"2,953",0,1,"1,848",0,0,1,5
ANCASH,SIHUAS,SICSIBAMBA,UMBE,POBRE EXTREMO,"1,786",0,1,"1,277",0,0,1,5
