ELECTION_PROCESS,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,TOTAL_VOTERS,MALE_VOTERS,FEMALE_VOTERS,UNDER_18,AGE_18_TO_20,AGE_21_TO_29,AGE_30_TO_35,AGE_36_TO_50,AGE_51_TO_75,OVER_75,INITIAL_EDUCATION,PRIMARY_EDUCATION,SECONDARY_EDUCATION,UNIVERSITY_EDUCATION,TECHNICAL_EDUCATION,SPECIAL_EDUCATION,NO_EDUCATION,DISABILITIES
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020607,ANCASH,CORONGO,YUPAN,331,180,151,0,23,66,39,80,107,16,0,143,153,6,1,0,28,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020701,ANCASH,HUAYLAS,CARAZ,"16,152","7,909","8,243",2,"1,520","3,792","2,111","4,428","3,466",833,0,"4,840","7,696","1,190",132,3,"2,291",65
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020702,ANCASH,HUAYLAS,HUALLANCA,909,480,429,0,52,165,118,263,263,48,0,308,475,37,2,0,87,7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020703,ANCASH,HUAYLAS,HUATA,"1,144",554,590,0,92,220,127,306,298,101,0,536,414,24,1,0,169,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020704,ANCASH,HUAYLAS,HUAYLAS,"1,466",709,757,1,88,216,137,372,463,189,0,702,512,62,6,0,184,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020705,ANCASH,HUAYLAS,MATO,"1,606",807,799,0,169,287,167,446,410,127,0,740,580,35,1,0,250,7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020706,ANCASH,HUAYLAS,PAMPAROMAS,"5,192","2,613","2,579",0,556,"1,186",647,"1,336","1,183",284,2,"2,119","1,412",65,5,0,"1,589",2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020707,ANCASH,HUAYLAS,PUEBLO LIBRE,"5,443","2,578","2,865",0,512,"1,341",747,"1,368","1,151",324,0,"2,271","1,324",60,11,0,"1,777",11
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020708,ANCASH,HUAYLAS,SANTA CRUZ,"3,939","1,992","1,947",0,441,977,560,"1,021",773,167,0,"1,472","1,379",37,7,0,"1,044",9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020709,ANCASH,HUAYLAS,YURACMARCA,"1,579",822,757,0,156,378,206,417,340,82,0,448,840,39,2,1,249,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020710,ANCASH,HUAYLAS,SANTO TORIBIO,915,453,462,0,72,166,80,217,261,119,0,400,392,34,5,0,84,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020801,ANCASH,HUARI,HUARI,"6,086","2,872","3,214",0,518,"1,252",709,"1,432","1,613",562,0,"1,476","2,836",517,56,0,"1,201",20
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020802,ANCASH,HUARI,CAJAY,"2,943","1,437","1,506",0,258,700,414,737,675,159,0,836,"1,308",77,18,0,704,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020803,ANCASH,HUARI,CHAVIN DE HUANTAR,"6,259","3,302","2,957",0,588,"1,582",894,"1,575","1,336",284,0,"1,866","2,705",156,23,0,"1,509",6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020804,ANCASH,HUARI,HUACACHI,"2,163","1,112","1,051",0,210,526,280,560,483,104,0,613,"1,173",61,5,0,311,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020805,ANCASH,HUARI,HUACHIS,"4,091","2,168","1,923",0,395,"1,074",561,"1,045",825,191,0,"1,022","2,305",130,14,0,620,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020806,ANCASH,HUARI,HUACCHIS,"1,914","1,038",876,0,163,515,243,471,437,85,0,524,"1,168",38,4,2,178,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020807,ANCASH,HUARI,HUANTAR,"2,607","1,347","1,260",0,212,602,327,643,642,181,0,743,"1,302",86,14,1,461,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020808,ANCASH,HUARI,MASIN,"1,897",956,941,0,125,413,218,473,497,171,0,518,943,86,13,1,336,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020809,ANCASH,HUARI,PAUCAS,"2,341","1,210","1,131",0,227,590,349,617,467,91,1,530,"1,546",75,9,0,180,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020810,ANCASH,HUARI,PONTO,"3,515","1,833","1,682",0,325,826,427,901,823,213,0,944,"1,847",120,17,0,587,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020811,ANCASH,HUARI,RAHUAPAMPA,866,428,438,0,60,195,101,232,218,60,0,161,526,95,7,0,77,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020812,ANCASH,HUARI,RAPAYAN,"1,784",941,843,0,176,458,268,451,374,57,0,424,"1,105",42,13,0,200,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020813,ANCASH,HUARI,SAN MARCOS,"16,163","7,989","8,174",0,"1,391","4,725","2,392","3,773","3,136",746,0,"4,381","8,806",420,66,2,"2,488",32
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020814,ANCASH,HUARI,SAN PEDRO DE CHANA,"2,140","1,107","1,033",0,240,566,275,552,430,77,0,600,"1,198",45,6,0,291,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020815,ANCASH,HUARI,UCO,"1,900",980,920,0,160,449,251,480,448,112,0,426,"1,212",64,11,0,187,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020816,ANCASH,HUARI,ANRA,"2,214","1,166","1,048",0,192,534,276,614,503,95,0,551,"1,277",56,11,0,319,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020901,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,"1,968",889,"1,079",0,173,370,215,517,528,165,0,466,931,156,17,0,398,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020902,ANCASH,MARISCAL LUZURIAGA,CASCA,"2,957","1,405","1,552",0,277,715,398,694,706,167,0,764,"1,345",71,7,0,770,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020903,ANCASH,MARISCAL LUZURIAGA,LUCMA,"2,170","1,011","1,159",0,208,545,251,529,522,115,0,520,852,39,5,0,754,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020904,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,"1,573",819,754,0,167,394,203,394,350,65,0,502,608,26,6,0,431,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020905,ANCASH,MARISCAL LUZURIAGA,LLAMA,"1,146",596,550,0,87,271,157,284,291,56,0,303,611,50,2,0,180,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020906,ANCASH,MARISCAL LUZURIAGA,LLUMPA,"3,808","1,858","1,950",0,432,968,508,954,795,151,0,982,"1,425",37,4,1,"1,359",6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020907,ANCASH,MARISCAL LUZURIAGA,MUSGA,957,476,481,0,66,224,145,255,228,39,0,218,539,51,6,0,143,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,020908,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,879,460,419,0,79,177,112,233,229,49,0,301,291,22,8,0,257,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021001,ANCASH,PALLASCA,CABANA,"2,046","1,038","1,008",0,168,419,235,545,541,138,0,790,953,124,16,0,163,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021002,ANCASH,PALLASCA,BOLOGNESI,808,427,381,0,77,166,98,219,198,50,0,309,431,14,2,0,52,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021003,ANCASH,PALLASCA,CONCHUCOS,"4,703","2,336","2,367",0,515,"1,078",568,"1,294","1,063",185,0,"1,929","1,805",104,21,0,844,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021004,ANCASH,PALLASCA,HUACASCHUQUE,485,254,231,0,47,120,59,110,112,37,0,220,201,8,1,0,55,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021005,ANCASH,PALLASCA,HUANDOVAL,729,386,343,0,57,152,104,189,178,49,0,265,368,31,4,0,61,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021006,ANCASH,PALLASCA,LACABAMBA,531,278,253,0,49,136,56,134,134,22,1,169,285,16,4,0,56,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021007,ANCASH,PALLASCA,LLAPO,441,216,225,0,46,82,52,121,105,35,0,185,207,8,0,0,41,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021008,ANCASH,PALLASCA,PALLASCA,"1,918",940,978,0,154,390,218,479,510,167,0,813,768,68,9,0,260,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021009,ANCASH,PALLASCA,PAMPAS,"2,872","1,376","1,496",0,263,575,342,775,773,144,0,"1,215","1,169",70,16,0,402,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021010,ANCASH,PALLASCA,SANTA ROSA,760,418,342,0,50,130,85,220,216,59,0,344,316,15,4,0,81,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021011,ANCASH,PALLASCA,TAUCA,"1,884",872,"1,012",0,156,352,195,485,544,152,0,937,676,30,7,0,234,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021101,ANCASH,POMABAMBA,POMABAMBA,"9,294","4,329","4,965",0,893,"1,937","1,154","2,400","2,348",562,0,"2,048","3,808",722,42,0,"2,674",15
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021102,ANCASH,POMABAMBA,HUAYLLAN,"2,493","1,202","1,291",0,229,595,352,643,560,114,0,704,"1,035",136,6,0,612,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021103,ANCASH,POMABAMBA,PAROBAMBA,"4,342","2,173","2,169",0,414,949,481,"1,228","1,079",191,0,"1,345","1,317",57,6,0,"1,617",1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021104,ANCASH,POMABAMBA,QUINUABAMBA,"1,538",760,778,0,149,348,206,421,351,63,0,440,432,36,2,0,628,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021201,ANCASH,RECUAY,RECUAY,"4,682","2,313","2,369",0,308,969,575,"1,264","1,227",339,0,"1,065","2,718",351,36,1,511,13
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021202,ANCASH,RECUAY,COTAPARACO,655,328,327,0,46,156,99,149,162,43,0,140,416,64,3,0,32,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021203,ANCASH,RECUAY,HUAYLLAPAMPA,880,436,444,0,56,141,86,202,288,107,0,290,420,23,2,1,144,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021204,ANCASH,RECUAY,MARCA,"1,370",663,707,0,72,251,125,361,400,161,0,356,785,97,13,0,119,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021205,ANCASH,RECUAY,PAMPAS CHICO,"1,012",503,509,0,65,231,132,251,268,65,0,295,575,41,2,0,99,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021206,ANCASH,RECUAY,PARARIN,"1,273",646,627,0,84,222,136,327,398,106,0,488,628,49,4,0,104,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021207,ANCASH,RECUAY,TAPACOCHA,640,321,319,0,44,111,61,165,206,53,0,196,352,41,3,0,48,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021208,ANCASH,RECUAY,TICAPAMPA,"2,307","1,100","1,207",0,137,512,311,583,609,155,0,541,"1,375",156,14,0,221,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021209,ANCASH,RECUAY,LLACLLIN,884,445,439,0,60,182,102,245,226,69,0,276,476,31,2,0,99,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021210,ANCASH,RECUAY,CATAC,"3,226","1,604","1,622",0,226,729,515,873,731,152,0,812,"2,012",144,22,0,236,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021301,ANCASH,SANTA,CHIMBOTE,"173,743","86,819","86,924",1,"12,285","35,807","22,266","51,411","43,766","8,207",3,"33,591","114,368","16,789","1,456",242,"7,294","1,145"
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021302,ANCASH,SANTA,CACERES DEL PERU,"3,967","2,147","1,820",0,296,798,466,987,"1,121",299,0,"1,796","1,565",69,3,1,533,15
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021303,ANCASH,SANTA,MACATE,"2,965","1,627","1,338",0,254,569,368,751,809,214,0,"1,307","1,333",48,4,1,272,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021304,ANCASH,SANTA,MORO,"6,191","3,283","2,908",0,517,"1,412",836,"1,694","1,458",274,0,"1,881","3,052",130,19,3,"1,106",18
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021305,ANCASH,SANTA,NEPEÑA,"10,358","5,208","5,150",0,715,"2,192","1,398","2,712","2,757",584,0,"2,598","6,237",334,79,9,"1,101",55
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021306,ANCASH,SANTA,SAMANCO,"3,430","1,804","1,626",0,277,783,484,916,837,133,0,926,"2,160",107,15,1,221,12
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021307,ANCASH,SANTA,SANTA,"22,338","11,544","10,794",0,"1,846","5,280","3,300","6,098","4,971",843,0,"6,495","13,119",645,110,14,"1,955",124
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021308,ANCASH,SANTA,COISHCO,"11,762","5,852","5,910",0,946,"2,696","1,706","3,351","2,605",458,0,"2,675","7,774",542,74,16,681,116
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021309,ANCASH,SANTA,NUEVO CHIMBOTE,"86,058","42,284","43,774",1,"7,678","20,400","11,835","24,716","19,245","2,183",0,"12,913","57,786","11,791","1,109",72,"2,387",410
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021401,ANCASH,SIHUAS,SIHUAS,"3,603","1,663","1,940",0,316,774,431,887,925,270,0,857,"1,766",336,69,0,575,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021402,ANCASH,SIHUAS,ALFONSO UGARTE,521,251,270,0,45,106,46,148,140,36,0,147,290,15,2,0,67,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021403,ANCASH,SIHUAS,CHINGALPO,752,399,353,0,76,189,90,186,181,30,0,315,336,17,0,0,84,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021404,ANCASH,SIHUAS,HUAYLLABAMBA,"2,582","1,228","1,354",0,267,540,288,681,651,155,0,867,"1,114",83,9,0,509,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021405,ANCASH,SIHUAS,QUICHES,"1,772",854,918,0,181,401,189,426,469,106,0,564,753,46,6,0,403,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021406,ANCASH,SIHUAS,SICSIBAMBA,"1,213",601,612,0,121,244,131,303,322,92,0,367,513,40,8,0,285,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021407,ANCASH,SIHUAS,ACOBAMBA,"1,127",576,551,0,109,289,142,306,241,40,0,486,506,21,4,0,110,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021408,ANCASH,SIHUAS,CASHAPAMPA,"1,801",909,892,0,178,427,203,428,434,131,0,528,845,23,3,0,402,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021409,ANCASH,SIHUAS,RAGASH,"2,154","1,100","1,054",0,231,528,304,522,465,104,1,707,"1,014",31,13,0,388,7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021410,ANCASH,SIHUAS,SAN JUAN,"4,759","2,319","2,440",0,549,"1,100",488,"1,259","1,134",229,1,"1,368","1,632",46,8,0,"1,704",3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021501,ANCASH,YUNGAY,YUNGAY,"14,604","7,225","7,379",0,"1,268","3,314","1,929","3,901","3,397",795,0,"4,560","6,492",684,65,4,"2,799",24
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021502,ANCASH,YUNGAY,CASCAPARA,"1,392",710,682,0,148,328,181,377,300,58,0,637,307,14,1,0,433,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021503,ANCASH,YUNGAY,MANCOS,"5,270","2,531","2,739",0,448,"1,155",581,"1,372","1,327",387,0,"1,402","2,545",269,20,0,"1,034",9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021504,ANCASH,YUNGAY,MATACOTO,"1,261",617,644,0,109,297,177,357,257,64,0,518,449,29,5,0,260,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021505,ANCASH,YUNGAY,QUILLO,"7,995","3,957","4,038",0,865,"2,241","1,120","2,023","1,515",231,0,"2,723","1,538",41,3,0,"3,690",3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021506,ANCASH,YUNGAY,RANRAHIRCA,"2,296","1,167","1,129",0,211,476,298,618,549,144,0,694,"1,020",103,15,0,464,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021507,ANCASH,YUNGAY,SHUPLUY,"1,637",797,840,0,151,361,235,408,393,89,0,699,482,46,6,0,404,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021508,ANCASH,YUNGAY,YANAMA,"4,580","2,193","2,387",0,453,"1,063",576,"1,179","1,082",227,0,"1,395","1,951",82,5,0,"1,147",4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021601,ANCASH,ANTONIO RAIMONDI,LLAMELLIN,"2,222","1,096","1,126",0,171,432,274,531,619,195,0,628,"1,115",108,7,0,364,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021602,ANCASH,ANTONIO RAIMONDI,ACZO,"1,708",859,849,0,158,354,207,445,415,129,0,496,940,46,5,0,221,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021603,ANCASH,ANTONIO RAIMONDI,CHACCHO,"1,426",725,701,0,138,301,167,346,381,93,0,408,768,44,8,0,198,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021604,ANCASH,ANTONIO RAIMONDI,CHINGAS,"1,403",712,691,0,88,250,174,369,393,129,0,402,753,56,7,0,185,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021605,ANCASH,ANTONIO RAIMONDI,MIRGAS,"3,235","1,617","1,618",0,305,733,431,850,761,155,0,"1,108","1,363",71,5,0,688,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021606,ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY,957,463,494,0,91,201,126,253,234,52,0,325,447,13,4,0,168,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,"7,844","3,676","4,168",0,799,"1,769",952,"1,907","1,959",458,0,"2,165","3,201",146,16,0,"2,316",26
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021702,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,"3,505","1,700","1,805",0,368,693,418,832,999,195,0,975,"1,472",73,12,0,973,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021703,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,"2,510","1,212","1,298",0,267,557,335,621,631,99,0,775,"1,048",43,3,0,641,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021801,ANCASH,ASUNCION,CHACAS,"3,323","1,624","1,699",0,293,608,396,859,915,252,0,923,"1,486",94,11,0,809,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021802,ANCASH,ASUNCION,ACOCHACA,"2,765","1,259","1,506",0,225,565,340,681,780,174,0,746,"1,239",61,8,0,711,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021901,ANCASH,HUARMEY,HUARMEY,"16,768","8,608","8,160",0,"1,445","3,801","2,117","4,769","3,903",733,0,"3,559","11,346","1,037",107,2,717,31
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021902,ANCASH,HUARMEY,COCHAPETI,739,394,345,0,37,156,104,205,187,50,0,275,413,14,1,0,36,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021903,ANCASH,HUARMEY,HUAYAN,815,428,387,0,52,137,89,231,225,81,0,264,481,29,6,0,35,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021904,ANCASH,HUARMEY,MALVAS,849,472,377,0,54,161,94,213,236,91,0,226,535,44,2,0,42,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,021905,ANCASH,HUARMEY,CULEBRAS,"1,703",909,794,0,126,383,257,516,362,59,0,466,"1,086",49,11,0,91,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,022001,ANCASH,OCROS,ACAS,477,236,241,0,32,94,71,106,145,29,0,165,269,21,6,0,16,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,022002,ANCASH,OCROS,CAJAMARQUILLA,239,134,105,0,10,39,38,49,79,24,0,107,116,9,1,1,5,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,022003,ANCASH,OCROS,CARHUAPAMPA,519,270,249,0,25,84,56,128,185,41,0,192,283,8,2,0,34,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,022004,ANCASH,OCROS,COCHAS,"1,266",692,574,0,99,302,200,360,264,41,0,351,794,47,7,0,67,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,022005,ANCASH,OCROS,CONGAS,914,498,416,0,53,173,95,253,247,93,0,369,485,21,4,0,35,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,022006,ANCASH,OCROS,LLIPA,296,134,162,0,17,41,34,68,106,30,0,118,153,5,2,0,18,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,022007,ANCASH,OCROS,OCROS,"1,033",556,477,0,68,179,114,240,321,111,0,374,525,67,11,0,56,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,022008,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,582,285,297,0,41,126,83,134,152,46,0,206,336,13,3,0,24,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,022009,ANCASH,OCROS,SAN PEDRO,"1,008",569,439,0,66,209,130,266,276,61,0,305,625,46,4,1,27,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,022010,ANCASH,OCROS,SANTIAGO DE CHILCAS,365,178,187,0,16,68,40,67,135,39,0,180,160,13,3,0,9,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030101,APURIMAC,ABANCAY,ABANCAY,"39,253","19,394","19,859",0,"3,920","11,226","5,663","10,016","7,092","1,336",0,"4,583","26,272","5,596",571,21,"2,210",224
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030102,APURIMAC,ABANCAY,CIRCA,"2,645","1,381","1,264",0,203,569,331,701,690,151,0,654,"1,505",80,17,0,389,11
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030103,APURIMAC,ABANCAY,CURAHUASI,"10,510","5,229","5,281",0,"1,036","2,187","1,261","2,932","2,541",553,0,"3,050","4,928",335,41,0,"2,156",16
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030104,APURIMAC,ABANCAY,CHACOCHE,971,460,511,0,85,228,115,237,235,71,0,248,534,12,2,1,174,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030105,APURIMAC,ABANCAY,HUANIPACA,"3,129","1,631","1,498",0,304,646,352,920,744,163,0,963,"1,463",46,4,0,653,11
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030106,APURIMAC,ABANCAY,LAMBRAMA,"3,020","1,483","1,537",0,231,506,312,822,931,218,0,853,"1,314",59,15,0,779,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030107,APURIMAC,ABANCAY,PICHIRHUA,"3,025","1,516","1,509",0,242,519,319,752,899,294,0,896,"1,437",70,13,0,609,19
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,"2,313","1,127","1,186",0,172,420,281,658,617,165,0,733,"1,041",77,7,0,455,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030109,APURIMAC,ABANCAY,TAMBURCO,"5,216","2,589","2,627",0,458,"1,194",677,"1,493","1,155",239,0,821,"3,352",464,69,0,510,30
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030201,APURIMAC,AYMARAES,CHALHUANCA,"2,467","1,219","1,248",0,193,477,267,692,643,195,0,497,"1,453",294,32,0,191,13
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030202,APURIMAC,AYMARAES,CAPAYA,517,267,250,0,41,100,58,128,146,44,0,140,293,27,6,0,51,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030203,APURIMAC,AYMARAES,CARAYBAMBA,"1,057",532,525,0,82,227,118,257,286,87,0,230,645,54,15,0,113,7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030204,APURIMAC,AYMARAES,COLCABAMBA,590,300,290,0,40,114,73,146,161,56,0,175,293,12,3,0,107,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030205,APURIMAC,AYMARAES,COTARUSE,"2,062","1,023","1,039",0,202,406,255,522,553,124,0,647,"1,005",47,2,0,361,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030206,APURIMAC,AYMARAES,CHAPIMARCA,"1,711",837,874,0,135,288,191,448,507,142,0,533,790,42,15,0,331,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030207,APURIMAC,AYMARAES,HUAYLLO,580,297,283,0,44,124,61,139,156,56,0,143,347,30,9,0,51,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030208,APURIMAC,AYMARAES,LUCRE,"1,548",762,786,0,132,315,179,379,424,119,0,506,621,16,2,0,403,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030209,APURIMAC,AYMARAES,POCOHUANCA,"1,023",518,505,0,79,210,108,257,296,73,0,252,577,66,7,0,121,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030210,APURIMAC,AYMARAES,SAÑAYCA,866,455,411,0,56,143,99,242,239,87,0,253,406,33,4,0,170,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030211,APURIMAC,AYMARAES,SORAYA,559,280,279,0,41,94,49,142,159,74,0,170,249,13,1,0,126,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030212,APURIMAC,AYMARAES,TAPAIRIHUA,"1,777",871,906,0,179,399,208,461,441,89,0,481,928,46,5,0,317,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030213,APURIMAC,AYMARAES,TINTAY,"2,565","1,315","1,250",0,218,600,294,612,669,172,0,694,"1,331",80,10,1,449,13
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030214,APURIMAC,AYMARAES,TORAYA,"1,119",563,556,0,95,165,100,277,336,146,0,342,469,40,6,0,262,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030215,APURIMAC,AYMARAES,YANACA,963,478,485,0,75,153,118,246,276,95,0,247,525,47,5,0,139,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,030216,APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,729,351,378,0,54,157,78,163,211,66,0,210,345,22,2,0,150,0
