ELECTION_PROCESS,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,TOTAL_VOTERS,MALE_VOTERS,FEMALE_VOTERS,UNDER_18,AGE_18_TO_20,AGE_21_TO_29,AGE_30_TO_35,AGE_36_TO_50,AGE_51_TO_75,OVER_75,INITIAL_EDUCATION,PRIMARY_EDUCATION,SECONDARY_EDUCATION,UNIVERSITY_EDUCATION,TECHNICAL_EDUCATION,SPECIAL_EDUCATION,NO_EDUCATION,DISABILITIES
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080502,HUANCAVELICA,TAYACAJA,ACOSTAMBO,"3,093","1,510","1,583",0,320,668,357,827,749,172,0,"1,104","1,428",60,8,1,492,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080503,HUANCAVELICA,TAYACAJA,ACRAQUIA,"3,228","1,476","1,752",0,338,714,398,866,758,154,0,"1,075","1,506",82,13,0,552,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080504,HUANCAVELICA,TAYACAJA,AHUAYCHA,"2,938","1,391","1,547",0,302,687,350,840,651,108,0,996,"1,290",84,17,0,551,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080506,HUANCAVELICA,TAYACAJA,COLCABAMBA,"12,659","6,134","6,525",0,"1,296","2,755","1,644","3,409","3,050",505,0,"4,771","4,511",130,21,1,"3,225",25
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080509,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,"6,966","3,250","3,716",0,702,"1,728",910,"1,968","1,446",212,0,"2,013","3,361",170,40,0,"1,382",6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080511,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,"2,100","1,067","1,033",0,179,307,276,598,613,127,0,690,947,51,6,0,406,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080512,HUANCAVELICA,TAYACAJA,HUARIBAMBA,"5,057","2,453","2,604",0,497,"1,100",632,"1,380","1,273",175,1,"1,681","2,172",52,5,0,"1,146",9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080515,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,"1,291",572,719,0,120,272,151,345,351,52,0,442,608,18,3,0,220,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080517,HUANCAVELICA,TAYACAJA,PAZOS,"4,522","2,041","2,481",0,445,917,555,"1,264","1,136",205,0,"1,611","1,944",52,9,0,906,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080518,HUANCAVELICA,TAYACAJA,QUISHUAR,543,249,294,0,70,89,55,139,148,42,0,197,180,5,2,0,159,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080519,HUANCAVELICA,TAYACAJA,SALCABAMBA,"3,324","1,673","1,651",0,333,627,350,911,919,184,0,"1,109","1,235",67,6,0,907,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080520,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,"2,420","1,171","1,249",0,236,509,293,625,631,126,0,692,"1,178",58,17,0,475,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080523,HUANCAVELICA,TAYACAJA,SURCUBAMBA,"3,336","1,663","1,673",0,322,710,402,880,850,172,0,957,"1,432",74,12,0,861,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080525,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,"2,353","1,185","1,168",0,273,562,282,647,502,87,0,675,"1,033",29,4,0,612,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080526,HUANCAVELICA,TAYACAJA,SALCAHUASI,"2,250","1,057","1,193",1,200,371,238,627,622,191,0,595,930,32,11,0,682,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080601,HUANCAVELICA,HUAYTARA,AYAVI,869,434,435,0,55,165,102,206,248,93,0,243,508,63,4,0,51,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080602,HUANCAVELICA,HUAYTARA,CORDOVA,"1,567",709,858,0,85,260,140,350,484,248,0,577,795,81,4,0,110,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080603,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,559,259,300,0,36,105,74,137,158,49,0,125,327,70,5,0,32,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080604,HUANCAVELICA,HUAYTARA,HUAYTARA,"1,599",743,856,0,100,292,199,428,414,166,0,406,902,170,10,0,111,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080605,HUANCAVELICA,HUAYTARA,LARAMARCA,578,285,293,0,39,91,56,146,180,66,0,203,281,45,4,0,45,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080606,HUANCAVELICA,HUAYTARA,OCOYO,"1,134",595,539,0,77,207,137,323,306,84,0,321,608,84,2,0,119,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080607,HUANCAVELICA,HUAYTARA,PILPICHACA,"2,964","1,443","1,521",0,304,719,417,772,644,108,0,"1,066","1,160",71,4,0,663,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080608,HUANCAVELICA,HUAYTARA,QUERCO,972,481,491,0,103,218,96,251,232,72,0,277,551,46,1,0,97,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080609,HUANCAVELICA,HUAYTARA,QUITO ARMA,841,432,409,0,51,161,77,240,236,76,0,269,433,68,3,0,68,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,"1,232",573,659,0,140,273,151,296,312,60,0,475,541,44,2,0,170,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,"1,170",616,554,0,109,251,126,303,278,103,0,363,633,34,5,0,135,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,764,405,359,0,50,164,68,211,215,56,0,301,386,34,4,0,39,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,"3,009","1,580","1,429",0,199,535,301,763,924,287,0,984,"1,522",130,11,0,362,7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,910,473,437,0,85,206,125,222,222,50,0,216,553,40,4,1,96,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,"1,084",552,532,0,71,215,114,297,309,78,0,271,634,91,6,0,82,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080616,HUANCAVELICA,HUAYTARA,TAMBO,"1,060",549,511,0,89,271,118,258,246,78,0,277,658,48,4,0,73,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080701,HUANCAVELICA,CHURCAMPA,CHURCAMPA,"3,846","1,752","2,094",0,379,837,425,933,"1,030",242,0,"1,223","1,633",183,53,0,754,20
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080702,HUANCAVELICA,CHURCAMPA,ANCO,"3,966","1,917","2,049",0,459,"1,010",483,"1,001",828,185,0,"1,384","1,354",33,7,0,"1,188",5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080703,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,"1,806",859,947,0,199,351,200,466,492,98,0,599,656,27,2,0,522,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080704,HUANCAVELICA,CHURCAMPA,EL CARMEN,"1,842",925,917,0,207,390,219,472,458,96,0,559,782,25,10,0,466,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080705,HUANCAVELICA,CHURCAMPA,LA MERCED,706,357,349,0,42,117,83,164,223,77,0,214,346,36,6,0,104,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080706,HUANCAVELICA,CHURCAMPA,LOCROJA,"2,903","1,335","1,568",0,301,614,366,759,708,155,0,956,"1,170",51,15,0,711,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080707,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,"3,592","1,622","1,970",0,393,731,436,962,903,167,0,"1,141","1,398",50,10,0,993,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080708,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,826,407,419,0,67,166,95,241,203,54,0,209,441,73,10,0,93,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080709,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,"2,412","1,076","1,336",0,266,536,268,612,605,125,0,666,"1,133",41,10,0,562,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080710,HUANCAVELICA,CHURCAMPA,PACHAMARCA,"1,684",816,868,0,170,395,215,458,381,65,0,535,710,21,7,0,411,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,080711,HUANCAVELICA,CHURCAMPA,COSME,"1,955",959,996,0,192,511,272,473,450,57,0,677,748,14,4,0,512,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090101,HUANUCO,HUANUCO,HUANUCO,"61,754","31,152","30,602",0,"5,060","15,188","8,980","16,487","13,649","2,390",1,"8,023","37,876","12,038",458,10,"3,348",261
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090102,HUANUCO,HUANUCO,CHINCHAO,"16,283","8,357","7,926",0,"1,598","4,043","2,419","4,122","3,480",621,0,"6,570","4,978",137,25,1,"4,572",30
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090103,HUANUCO,HUANUCO,CHURUBAMBA,"12,875","6,267","6,608",0,"1,313","3,202","1,797","3,446","2,660",457,0,"4,398","2,848",83,5,2,"5,539",17
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090104,HUANUCO,HUANUCO,MARGOS,"5,249","2,597","2,652",0,480,"1,113",588,"1,438","1,387",243,0,"1,658","2,335",143,5,0,"1,108",6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090105,HUANUCO,HUANUCO,QUISQUI,"3,821","1,861","1,960",0,401,877,460,"1,049",888,146,0,"1,354","1,452",78,4,0,933,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090106,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,"3,740","1,910","1,830",0,324,844,459,"1,014",905,194,0,968,"1,685",96,9,0,982,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,"3,227","1,595","1,632",0,313,751,406,879,742,136,0,"1,143","1,083",46,2,0,953,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,"14,388","7,146","7,242",0,"1,491","3,644","1,831","3,796","3,025",601,0,"4,853","4,217",165,14,0,"5,139",17
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090109,HUANUCO,HUANUCO,YARUMAYO,"2,408","1,177","1,231",0,253,622,298,650,503,82,0,687,"1,157",59,6,0,499,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090110,HUANUCO,HUANUCO,AMARILIS,"49,221","23,706","25,515",0,"4,541","13,154","7,519","12,874","9,541","1,592",1,"7,446","30,527","6,654",395,14,"4,184",227
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090111,HUANUCO,HUANUCO,PILLCO MARCA,"17,284","8,358","8,926",0,"1,658","4,698","2,403","4,573","3,407",545,1,"2,856","10,976","2,014",141,4,"1,292",80
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090112,HUANUCO,HUANUCO,YACUS,"2,267","1,121","1,146",0,186,507,295,653,569,57,0,743,956,43,4,0,521,7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090201,HUANUCO,AMBO,AMBO,"11,751","5,774","5,977",1,"1,167","2,955","1,495","3,024","2,597",512,0,"3,755","5,315",541,75,1,"2,064",27
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090202,HUANUCO,AMBO,CAYNA,"2,746","1,360","1,386",0,276,597,325,721,692,135,0,990,"1,055",48,4,0,649,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090203,HUANUCO,AMBO,COLPAS,"2,135","1,058","1,077",0,231,466,212,603,519,104,0,670,848,44,10,0,563,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090204,HUANUCO,AMBO,CONCHAMARCA,"4,286","2,137","2,149",0,447,"1,101",574,"1,142",850,172,0,"1,495","1,854",63,12,0,862,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090205,HUANUCO,AMBO,HUACAR,"6,206","3,171","3,035",0,594,"1,329",775,"1,694","1,506",308,0,"2,658","1,967",123,11,1,"1,446",7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090206,HUANUCO,AMBO,SAN FRANCISCO,"1,889",991,898,0,179,416,245,501,469,79,0,713,779,19,5,0,373,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090207,HUANUCO,AMBO,SAN RAFAEL,"6,871","3,460","3,411",0,683,"1,526",835,"1,816","1,650",361,0,"2,650","2,291",74,5,0,"1,851",8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090208,HUANUCO,AMBO,TOMAY-KICHWA,"2,912","1,503","1,409",0,217,652,382,740,731,190,0,933,"1,418",162,17,0,382,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090301,HUANUCO,DOS DE MAYO,LA UNION,"3,469","1,559","1,910",0,320,786,421,929,794,219,0,808,"1,933",355,19,0,354,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090307,HUANUCO,DOS DE MAYO,CHUQUIS,"2,748","1,301","1,447",0,294,607,318,688,721,120,0,"1,024","1,113",47,4,0,560,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090312,HUANUCO,DOS DE MAYO,MARIAS,"3,681","1,871","1,810",0,442,969,495,901,770,104,0,"1,482","1,176",41,2,0,980,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090314,HUANUCO,DOS DE MAYO,PACHAS,"4,697","2,329","2,368",0,518,982,515,"1,176","1,195",311,0,"1,934","2,120",89,10,0,544,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090316,HUANUCO,DOS DE MAYO,QUIVILLA,"1,040",522,518,0,84,223,135,264,277,57,0,305,490,55,3,0,187,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090317,HUANUCO,DOS DE MAYO,RIPAN,"3,730","1,809","1,921",0,395,964,474,955,792,150,0,"1,353","1,738",186,17,0,436,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090321,HUANUCO,DOS DE MAYO,SHUNQUI,"1,547",731,816,0,162,362,177,399,365,82,0,663,606,19,3,0,256,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090322,HUANUCO,DOS DE MAYO,SILLAPATA,"2,586","1,275","1,311",0,233,586,340,732,586,109,0,889,"1,251",84,4,0,358,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090323,HUANUCO,DOS DE MAYO,YANAS,"2,270","1,131","1,139",0,214,464,253,613,616,110,0,904,911,52,9,0,394,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090401,HUANUCO,HUAMALIES,LLATA,"8,848","4,140","4,708",0,"1,015","2,005",986,"2,266","2,092",484,0,"3,134","4,127",325,41,0,"1,221",9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090402,HUANUCO,HUAMALIES,ARANCAY,"1,835","1,014",821,0,195,420,276,482,389,73,0,703,874,39,7,0,212,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090403,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,"2,943","1,473","1,470",0,300,663,377,707,730,166,0,"1,172","1,155",35,5,0,576,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090404,HUANUCO,HUAMALIES,JACAS GRANDE,"4,457","2,170","2,287",0,485,"1,024",512,"1,117","1,122",197,1,"1,768","1,713",40,2,0,933,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090405,HUANUCO,HUAMALIES,JIRCAN,"1,363",720,643,0,146,368,187,334,282,46,0,562,605,20,1,0,175,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090406,HUANUCO,HUAMALIES,MIRAFLORES,"2,289","1,115","1,174",0,247,553,300,593,505,91,0,909,903,26,3,0,448,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090407,HUANUCO,HUAMALIES,MONZON,"8,719","4,494","4,225",0,831,"1,934","1,250","2,460","1,964",280,0,"3,285","3,904",152,13,0,"1,365",11
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090408,HUANUCO,HUAMALIES,PUNCHAO,"1,758",875,883,0,209,409,209,436,412,83,0,524,848,25,4,0,357,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090409,HUANUCO,HUAMALIES,PUÑOS,"3,391","1,632","1,759",0,386,794,379,848,835,149,0,"1,367","1,319",71,4,0,630,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090410,HUANUCO,HUAMALIES,SINGA,"2,571","1,234","1,337",0,254,534,281,648,687,167,1,887,"1,086",63,4,0,530,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090411,HUANUCO,HUAMALIES,TANTAMAYO,"1,658",811,847,0,192,319,197,455,408,87,0,679,667,33,4,0,275,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090501,HUANUCO,MARAÑON,HUACRACHUCO,"9,303","4,508","4,795",0,985,"2,272","1,136","2,403","2,141",366,0,"3,698","3,150",254,13,0,"2,188",6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090502,HUANUCO,MARAÑON,CHOLON,"5,299","2,948","2,351",0,507,"1,259",783,"1,531","1,125",94,0,"2,363","2,059",72,7,1,797,7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090505,HUANUCO,MARAÑON,SAN BUENAVENTURA,"1,568",779,789,0,226,379,186,409,320,48,1,586,445,13,1,0,522,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,"45,146","23,142","22,004",0,"4,136","11,798","6,694","12,255","9,088","1,175",1,"9,155","28,948","3,659",352,17,"3,014",164
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,"5,076","2,719","2,357",0,534,"1,245",771,"1,354","1,027",145,0,"1,855","2,212",103,10,0,896,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,"3,073","1,601","1,472",0,314,817,465,798,607,72,0,"1,134","1,338",46,7,0,548,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090604,HUANUCO,LEONCIO PRADO,LUYANDO,"6,265","3,272","2,993",0,506,"1,432",913,"1,734","1,465",215,0,"2,097","2,932",189,24,0,"1,023",24
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,"8,102","4,198","3,904",0,789,"2,143","1,175","2,212","1,587",196,0,"2,888","3,177",119,15,2,"1,901",14
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090606,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,"18,704","9,959","8,745",1,"1,708","4,403","2,722","5,346","4,073",451,0,"6,465","9,221",371,25,3,"2,619",63
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090701,HUANUCO,PACHITEA,PANAO,"12,801","6,433","6,368",0,"1,394","3,575","1,881","3,114","2,454",383,0,"4,885","3,038",161,21,0,"4,696",37
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090702,HUANUCO,PACHITEA,CHAGLLA,"6,991","3,806","3,185",0,743,"1,767","1,011","1,946","1,320",204,0,"2,891","2,374",69,8,0,"1,649",8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090704,HUANUCO,PACHITEA,MOLINO,"8,152","4,064","4,088",0,868,"2,176","1,172","2,088","1,597",251,0,"2,813","2,162",66,8,1,"3,102",44
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090706,HUANUCO,PACHITEA,UMARI,"7,212","3,592","3,620",0,792,"1,843","1,013","1,835","1,456",273,0,"2,834","1,929",51,4,0,"2,394",8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090801,HUANUCO,PUERTO INCA,HONORIA,"3,433","1,966","1,467",0,316,812,506,983,753,63,0,"1,680","1,535",38,5,0,175,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090802,HUANUCO,PUERTO INCA,PUERTO INCA,"6,596","3,641","2,955",0,628,"1,667","1,005","1,903","1,293",100,1,"2,910","2,656",109,18,0,902,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090803,HUANUCO,PUERTO INCA,CODO DEL POZUZO,"3,569","2,086","1,483",0,376,937,577,"1,041",605,33,0,"2,065",908,41,3,0,552,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090804,HUANUCO,PUERTO INCA,TOURNAVISTA,"3,165","1,760","1,405",0,302,751,487,884,685,56,0,"1,380","1,413",32,8,0,332,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090805,HUANUCO,PUERTO INCA,YUYAPICHIS,"3,134","1,737","1,397",0,350,822,434,906,589,33,0,"1,303","1,320",51,7,0,453,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090901,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,"3,824","1,893","1,931",0,397,733,408,"1,054",979,253,0,"1,494","1,286",105,16,0,923,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090902,HUANUCO,HUACAYBAMBA,PINRA,"4,541","2,209","2,332",0,486,955,566,"1,266","1,076",192,0,"1,702","1,505",52,5,0,"1,277",1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090903,HUANUCO,HUACAYBAMBA,CANCHABAMBA,"2,009",973,"1,036",0,255,430,197,561,467,99,0,593,811,33,5,0,567,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,090904,HUANUCO,HUACAYBAMBA,COCHABAMBA,"1,238",672,566,0,149,315,159,334,248,33,0,419,661,30,3,0,125,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091001,HUANUCO,LAURICOCHA,JESUS,"3,303","1,619","1,684",0,373,780,402,778,820,150,3,"1,086","1,875",151,14,1,173,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091002,HUANUCO,LAURICOCHA,BAÑOS,"2,728","1,430","1,298",0,272,652,319,721,631,133,0,713,"1,709",168,12,0,126,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091003,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,"2,155","1,116","1,039",0,208,561,275,557,495,59,0,605,"1,237",87,6,0,220,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091004,HUANUCO,LAURICOCHA,QUEROPALCA,874,459,415,0,84,212,126,253,173,26,0,248,551,40,3,0,32,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091005,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,"3,356","1,723","1,633",0,361,821,490,886,691,107,0,"1,062","1,811",75,8,0,400,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091006,HUANUCO,LAURICOCHA,RONDOS,"3,727","1,839","1,888",0,412,747,454,993,938,183,5,"1,176","2,018",189,7,0,332,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091007,HUANUCO,LAURICOCHA,JIVIA,"1,608",815,793,0,161,365,235,416,382,49,0,472,978,68,9,0,81,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091101,HUANUCO,YAROWILCA,CHAVINILLO,"4,601","2,194","2,407",0,413,887,491,"1,256","1,346",208,0,"1,767","1,702",100,9,0,"1,023",3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091102,HUANUCO,YAROWILCA,APARICIO POMARES,"5,221","2,563","2,658",0,633,"1,311",665,"1,294","1,125",193,0,"1,781","2,262",64,8,0,"1,106",4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091103,HUANUCO,YAROWILCA,CAHUAC,"2,166","1,175",991,0,215,584,309,541,438,79,0,572,"1,319",99,3,0,173,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091104,HUANUCO,YAROWILCA,CHACABAMBA,"2,486","1,316","1,170",0,263,726,344,642,455,56,0,613,"1,553",114,8,0,198,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091105,HUANUCO,YAROWILCA,JACAS CHICO,"2,336","1,255","1,081",0,215,584,331,668,472,66,0,725,"1,265",60,6,0,280,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091106,HUANUCO,YAROWILCA,OBAS,"4,687","2,331","2,356",0,494,"1,041",547,"1,248","1,204",153,0,"1,531","2,333",175,9,0,639,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091107,HUANUCO,YAROWILCA,PAMPAMARCA,"1,658",824,834,0,181,480,199,397,344,57,0,516,904,22,5,0,211,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,091108,HUANUCO,YAROWILCA,CHORAS,"2,975","1,530","1,445",0,285,754,436,774,650,76,0,915,"1,564",81,1,0,414,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,100101,ICA,ICA,ICA,"114,370","54,724","59,646",1,"7,850","24,200","15,028","31,656","29,239","6,396",0,"9,891","73,672","27,700","1,416",71,"1,620",483
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,100102,ICA,ICA,LA TINGUIÑA,"23,540","11,606","11,934",0,"2,034","6,011","3,314","6,466","4,780",935,0,"3,105","17,024","2,407",251,12,741,69
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,100103,ICA,ICA,LOS AQUIJES,"10,648","5,360","5,288",0,882,"2,509","1,495","2,873","2,343",546,0,"1,803","7,513",936,88,7,301,38
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,100104,ICA,ICA,PARCONA,"31,983","15,995","15,988",0,"2,715","8,177","4,490","8,790","6,607","1,204",1,"3,974","23,127","3,632",332,18,899,111
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,100105,ICA,ICA,PUEBLO NUEVO,"4,152","2,073","2,079",0,303,863,532,"1,154","1,029",271,0,641,"2,892",482,38,4,95,19
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,100106,ICA,ICA,SALAS,"12,315","6,228","6,087",0,"1,018","3,246","1,897","3,248","2,437",469,0,"2,184","8,563","1,037",93,3,435,92
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,100107,ICA,ICA,SAN JOSE DE LOS MOLINOS,"5,073","2,487","2,586",0,358,"1,125",666,"1,441","1,241",242,0,843,"3,622",295,43,1,269,16
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,100108,ICA,ICA,SAN JUAN BAUTISTA,"5,606","2,724","2,882",0,336,"1,072",739,"1,643","1,500",316,0,"1,030","3,799",562,50,2,163,22
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,100109,ICA,ICA,SANTIAGO,"16,411","8,243","8,168",0,"1,303","3,845","2,459","4,683","3,417",704,0,"2,761","11,826",994,137,2,691,51
