Year,ZIP_Code,Cancer Group,Male Count,Female Count,Total_Count
2011-2015,62024,All Cancers Combined,167.00,187.00,354.00
2011-2015,62025,All Cancers Combined,355.00,405.00,760.00
2011-2015,62026,All Cancers Combined,0.00,1.00,1.00
2011-2015,62027,All Cancers Combined,9.00,8.00,17.00
2011-2015,62028,All Cancers Combined,13.00,15.00,28.00
2011-2015,62030,All Cancers Combined,2.00,0.00,2.00
2011-2015,62031,All Cancers Combined,21.00,10.00,31.00
2011-2015,62032,All Cancers Combined,18.00,13.00,31.00
2011-2015,62033,All Cancers Combined,85.00,88.00,173.00
2011-2015,62034,All Cancers Combined,167.00,210.00,377.00
2011-2015,62035,All Cancers Combined,287.00,305.00,592.00
2011-2015,62036,All Cancers Combined,14.00,13.00,27.00
2011-2015,62037,All Cancers Combined,33.00,25.00,58.00
2011-2015,62040,All Cancers Combined,659.00,696.00,1355.00
2011-2015,62044,All Cancers Combined,28.00,22.00,50.00
2011-2015,62045,All Cancers Combined,14.00,5.00,19.00
2011-2015,62046,All Cancers Combined,8.00,13.00,21.00
2011-2015,62047,All Cancers Combined,30.00,24.00,54.00
2011-2015,62048,All Cancers Combined,22.00,34.00,56.00
2011-2015,62049,All Cancers Combined,138.00,92.00,230.00
2011-2015,62050,All Cancers Combined,9.00,9.00,18.00
2011-2015,62051,All Cancers Combined,12.00,19.00,31.00
2011-2015,62052,All Cancers Combined,202.00,224.00,426.00
2011-2015,62053,All Cancers Combined,17.00,6.00,23.00
2011-2015,62054,All Cancers Combined,26.00,13.00,39.00
2011-2015,62056,All Cancers Combined,151.00,176.00,327.00
2011-2015,62058,All Cancers Combined,8.00,15.00,23.00
2011-2015,62059,All Cancers Combined,3.00,13.00,16.00
2011-2015,62060,All Cancers Combined,60.00,87.00,147.00
2011-2015,62061,All Cancers Combined,26.00,17.00,43.00
2011-2015,62062,All Cancers Combined,120.00,132.00,252.00
2011-2015,62063,All Cancers Combined,29.00,19.00,48.00
2011-2015,62065,All Cancers Combined,3.00,1.00,4.00
2011-2015,62067,All Cancers Combined,33.00,32.00,65.00
2011-2015,62069,All Cancers Combined,48.00,47.00,95.00
2011-2015,62070,All Cancers Combined,0.00,1.00,1.00
2011-2015,62074,All Cancers Combined,24.00,23.00,47.00
2011-2015,62075,All Cancers Combined,65.00,44.00,109.00
2011-2015,62076,All Cancers Combined,4.00,2.00,6.00
2011-2015,62077,All Cancers Combined,13.00,6.00,19.00
2011-2015,62078,All Cancers Combined,2.00,3.00,5.00
2011-2015,62079,All Cancers Combined,2.00,7.00,9.00
2011-2015,62080,All Cancers Combined,46.00,35.00,81.00
2011-2015,62081,All Cancers Combined,9.00,2.00,11.00
2011-2015,62082,All Cancers Combined,54.00,52.00,106.00
2011-2015,62083,All Cancers Combined,2.00,5.00,7.00
2011-2015,62084,All Cancers Combined,17.00,28.00,45.00
2011-2015,62085,All Cancers Combined,1.00,7.00,8.00
2011-2015,62086,All Cancers Combined,29.00,27.00,56.00
2011-2015,62087,All Cancers Combined,36.00,27.00,63.00
2011-2015,62088,All Cancers Combined,143.00,126.00,269.00
2011-2015,62089,All Cancers Combined,9.00,10.00,19.00
2011-2015,62090,All Cancers Combined,17.00,19.00,36.00
2011-2015,62091,All Cancers Combined,4.00,1.00,5.00
2011-2015,62092,All Cancers Combined,44.00,55.00,99.00
2011-2015,62093,All Cancers Combined,10.00,9.00,19.00
2011-2015,62094,All Cancers Combined,28.00,15.00,43.00
2011-2015,62095,All Cancers Combined,169.00,192.00,361.00
2011-2015,62097,All Cancers Combined,49.00,43.00,92.00
2011-2015,62098,All Cancers Combined,1.00,1.00,2.00
2011-2015,62201,All Cancers Combined,62.00,75.00,137.00
2011-2015,62202,All Cancers Combined,8.00,6.00,14.00
2011-2015,62203,All Cancers Combined,127.00,122.00,249.00
2011-2015,62204,All Cancers Combined,107.00,91.00,198.00
2011-2015,62205,All Cancers Combined,116.00,137.00,253.00
2011-2015,62206,All Cancers Combined,164.00,210.00,374.00
2011-2015,62207,All Cancers Combined,107.00,129.00,236.00
2011-2015,62208,All Cancers Combined,269.00,262.00,531.00
2011-2015,62214,All Cancers Combined,23.00,15.00,38.00
2011-2015,62215,All Cancers Combined,14.00,18.00,32.00
2011-2015,62216,All Cancers Combined,30.00,31.00,61.00
2011-2015,62217,All Cancers Combined,16.00,5.00,21.00
2011-2015,62218,All Cancers Combined,14.00,20.00,34.00
2011-2015,62219,All Cancers Combined,21.00,15.00,36.00
2011-2015,62220,All Cancers Combined,279.00,306.00,585.00
2011-2015,62221,All Cancers Combined,316.00,348.00,664.00
2011-2015,62222,All Cancers Combined,3.00,2.00,5.00
2011-2015,62223,All Cancers Combined,248.00,304.00,552.00
2011-2015,62225,All Cancers Combined,10.00,24.00,34.00
2011-2015,62226,All Cancers Combined,373.00,525.00,898.00
2011-2015,62230,All Cancers Combined,85.00,99.00,184.00
2011-2015,62231,All Cancers Combined,122.00,129.00,251.00
2011-2015,62232,All Cancers Combined,130.00,115.00,245.00
2011-2015,62233,All Cancers Combined,119.00,109.00,228.00
2011-2015,62234,All Cancers Combined,467.00,515.00,982.00
2011-2015,62236,All Cancers Combined,194.00,165.00,359.00
2011-2015,62237,All Cancers Combined,50.00,49.00,99.00
2011-2015,62238,All Cancers Combined,18.00,13.00,31.00
2011-2015,62239,All Cancers Combined,70.00,68.00,138.00
2011-2015,62240,All Cancers Combined,34.00,30.00,64.00
2011-2015,62241,All Cancers Combined,28.00,17.00,45.00
2011-2015,62242,All Cancers Combined,25.00,20.00,45.00
2011-2015,62243,All Cancers Combined,102.00,79.00,181.00
2011-2015,62244,All Cancers Combined,15.00,12.00,27.00
2011-2015,62245,All Cancers Combined,30.00,20.00,50.00
2011-2015,62246,All Cancers Combined,142.00,146.00,288.00
2011-2015,62248,All Cancers Combined,12.00,13.00,25.00
2011-2015,62249,All Cancers Combined,234.00,260.00,494.00
2011-2015,62250,All Cancers Combined,7.00,12.00,19.00
2011-2015,62252,All Cancers Combined,0.00,4.00,4.00
2011-2015,62253,All Cancers Combined,16.00,18.00,34.00
2011-2015,62254,All Cancers Combined,82.00,88.00,170.00
2011-2015,62255,All Cancers Combined,16.00,14.00,30.00
2011-2015,62256,All Cancers Combined,4.00,5.00,9.00
2011-2015,62257,All Cancers Combined,63.00,55.00,118.00
2011-2015,62258,All Cancers Combined,123.00,127.00,250.00
2011-2015,62259,All Cancers Combined,26.00,0.00,26.00
2011-2015,62260,All Cancers Combined,117.00,113.00,230.00
2011-2015,62261,All Cancers Combined,3.00,1.00,4.00
2011-2015,62262,All Cancers Combined,33.00,27.00,60.00
2011-2015,62263,All Cancers Combined,94.00,87.00,181.00
2011-2015,62264,All Cancers Combined,45.00,62.00,107.00
2011-2015,62265,All Cancers Combined,58.00,76.00,134.00
2011-2015,62266,All Cancers Combined,2.00,1.00,3.00
2011-2015,62268,All Cancers Combined,28.00,8.00,36.00
2011-2015,62269,All Cancers Combined,415.00,455.00,870.00
2011-2015,62271,All Cancers Combined,31.00,22.00,53.00
2011-2015,62272,All Cancers Combined,31.00,20.00,51.00
2011-2015,62273,All Cancers Combined,8.00,9.00,17.00
2011-2015,62274,All Cancers Combined,122.00,120.00,242.00
2011-2015,62275,All Cancers Combined,64.00,45.00,109.00
2011-2015,62277,All Cancers Combined,24.00,19.00,43.00
2011-2015,62278,All Cancers Combined,109.00,130.00,239.00
2011-2015,62279,All Cancers Combined,1.00,1.00,2.00
2011-2015,62280,All Cancers Combined,3.00,6.00,9.00
2011-2015,62281,All Cancers Combined,39.00,40.00,79.00
2011-2015,62282,All Cancers Combined,12.00,9.00,21.00
2011-2015,62284,All Cancers Combined,18.00,10.00,28.00
2011-2015,62285,All Cancers Combined,61.00,79.00,140.00
2011-2015,62286,All Cancers Combined,102.00,90.00,192.00
2011-2015,62288,All Cancers Combined,53.00,50.00,103.00
2011-2015,62289,All Cancers Combined,8.00,9.00,17.00
2011-2015,62292,All Cancers Combined,21.00,18.00,39.00
2011-2015,62293,All Cancers Combined,85.00,67.00,152.00
2011-2015,62294,All Cancers Combined,165.00,202.00,367.00
2011-2015,62295,All Cancers Combined,14.00,22.00,36.00
2011-2015,62297,All Cancers Combined,4.00,4.00,8.00
2011-2015,62298,All Cancers Combined,242.00,257.00,499.00
2011-2015,62301,All Cancers Combined,528.00,540.00,1068.00
2011-2015,62305,All Cancers Combined,294.00,346.00,640.00
2011-2015,62306,All Cancers Combined,3.00,2.00,5.00
2011-2015,62311,All Cancers Combined,14.00,22.00,36.00
2011-2015,62312,All Cancers Combined,37.00,38.00,75.00
2011-2015,62313,All Cancers Combined,6.00,3.00,9.00
2011-2015,62314,All Cancers Combined,16.00,17.00,33.00
2011-2015,62316,All Cancers Combined,5.00,12.00,17.00
2011-2015,62319,All Cancers Combined,4.00,8.00,12.00
2011-2015,62320,All Cancers Combined,32.00,32.00,64.00
2011-2015,62321,All Cancers Combined,68.00,67.00,135.00
2011-2015,62323,All Cancers Combined,9.00,4.00,13.00
2011-2015,62324,All Cancers Combined,13.00,22.00,35.00
2011-2015,62325,All Cancers Combined,4.00,6.00,10.00
2011-2015,62326,All Cancers Combined,43.00,43.00,86.00
2011-2015,62330,All Cancers Combined,28.00,28.00,56.00
2011-2015,62334,All Cancers Combined,4.00,6.00,10.00
2011-2015,62336,All Cancers Combined,0.00,1.00,1.00
2011-2015,62338,All Cancers Combined,20.00,23.00,43.00
2011-2015,62339,All Cancers Combined,12.00,7.00,19.00
2011-2015,62340,All Cancers Combined,39.00,39.00,78.00
2011-2015,62341,All Cancers Combined,54.00,61.00,115.00
2011-2015,62343,All Cancers Combined,8.00,6.00,14.00
2011-2015,62344,All Cancers Combined,4.00,2.00,6.00
2011-2015,62345,All Cancers Combined,7.00,7.00,14.00
2011-2015,62346,All Cancers Combined,5.00,5.00,10.00
2011-2015,62347,All Cancers Combined,29.00,41.00,70.00
2011-2015,62348,All Cancers Combined,4.00,0.00,4.00
2011-2015,62349,All Cancers Combined,15.00,10.00,25.00
2011-2015,62351,All Cancers Combined,28.00,27.00,55.00
2011-2015,62352,All Cancers Combined,2.00,3.00,5.00
2011-2015,62353,All Cancers Combined,73.00,46.00,119.00
2011-2015,62354,All Cancers Combined,36.00,31.00,67.00
2011-2015,62355,All Cancers Combined,12.00,13.00,25.00
2011-2015,62356,All Cancers Combined,9.00,8.00,17.00
2011-2015,62357,All Cancers Combined,2.00,2.00,4.00
2011-2015,62358,All Cancers Combined,11.00,14.00,25.00
2011-2015,62359,All Cancers Combined,3.00,3.00,6.00
2011-2015,62360,All Cancers Combined,24.00,21.00,45.00
2011-2015,62361,All Cancers Combined,6.00,6.00,12.00
2011-2015,62362,All Cancers Combined,7.00,10.00,17.00
2011-2015,62363,All Cancers Combined,105.00,110.00,215.00
2011-2015,62365,All Cancers Combined,13.00,12.00,25.00
2011-2015,62366,All Cancers Combined,25.00,27.00,52.00
2011-2015,62367,All Cancers Combined,11.00,22.00,33.00
2011-2015,62370,All Cancers Combined,10.00,7.00,17.00
2011-2015,62373,All Cancers Combined,5.00,5.00,10.00
2011-2015,62374,All Cancers Combined,6.00,5.00,11.00
2011-2015,62375,All Cancers Combined,6.00,6.00,12.00
2011-2015,62376,All Cancers Combined,17.00,10.00,27.00
2011-2015,62378,All Cancers Combined,12.00,12.00,24.00
2011-2015,62379,All Cancers Combined,27.00,33.00,60.00
2011-2015,62380,All Cancers Combined,10.00,5.00,15.00
2011-2015,62401,All Cancers Combined,297.00,302.00,599.00
2011-2015,62410,All Cancers Combined,11.00,14.00,25.00
2011-2015,62411,All Cancers Combined,80.00,67.00,147.00
2011-2015,62413,All Cancers Combined,10.00,8.00,18.00
2011-2015,62414,All Cancers Combined,38.00,32.00,70.00
2011-2015,62417,All Cancers Combined,54.00,51.00,105.00
2011-2015,62418,All Cancers Combined,27.00,41.00,68.00
2011-2015,62419,All Cancers Combined,6.00,9.00,15.00
2011-2015,62420,All Cancers Combined,75.00,70.00,145.00
2011-2015,62421,All Cancers Combined,9.00,8.00,17.00
2011-2015,62422,All Cancers Combined,18.00,15.00,33.00
2011-2015,62423,All Cancers Combined,13.00,9.00,22.00
2011-2015,62424,All Cancers Combined,35.00,24.00,59.00
2011-2015,62425,All Cancers Combined,13.00,14.00,27.00
2011-2015,62426,All Cancers Combined,25.00,15.00,40.00
2011-2015,62427,All Cancers Combined,28.00,22.00,50.00
2011-2015,62428,All Cancers Combined,57.00,38.00,95.00
2011-2015,62431,All Cancers Combined,25.00,19.00,44.00
2011-2015,62432,All Cancers Combined,14.00,8.00,22.00
2011-2015,62433,All Cancers Combined,24.00,9.00,33.00
2011-2015,62434,All Cancers Combined,8.00,3.00,11.00
2011-2015,62436,All Cancers Combined,21.00,10.00,31.00
2011-2015,62438,All Cancers Combined,7.00,7.00,14.00
2011-2015,62439,All Cancers Combined,143.00,126.00,269.00
2011-2015,62440,All Cancers Combined,20.00,14.00,34.00
2011-2015,62441,All Cancers Combined,123.00,121.00,244.00
2011-2015,62442,All Cancers Combined,52.00,28.00,80.00
2011-2015,62443,All Cancers Combined,23.00,25.00,48.00
2011-2015,62444,All Cancers Combined,7.00,6.00,13.00
2011-2015,62445,All Cancers Combined,14.00,9.00,23.00
2011-2015,62446,All Cancers Combined,3.00,5.00,8.00
2011-2015,62447,All Cancers Combined,51.00,53.00,104.00
2011-2015,62448,All Cancers Combined,110.00,101.00,211.00
2011-2015,62449,All Cancers Combined,59.00,48.00,107.00
2011-2015,62450,All Cancers Combined,210.00,222.00,432.00
2011-2015,62451,All Cancers Combined,52.00,35.00,87.00
2011-2015,62452,All Cancers Combined,5.00,5.00,10.00
2011-2015,62454,All Cancers Combined,191.00,173.00,364.00
2011-2015,62458,All Cancers Combined,35.00,34.00,69.00
2011-2015,62459,All Cancers Combined,4.00,9.00,13.00
2011-2015,62460,All Cancers Combined,18.00,18.00,36.00
2011-2015,62461,All Cancers Combined,15.00,12.00,27.00
2011-2015,62462,All Cancers Combined,17.00,17.00,34.00
2011-2015,62463,All Cancers Combined,21.00,22.00,43.00
2011-2015,62464,All Cancers Combined,2.00,5.00,7.00
2011-2015,62465,All Cancers Combined,13.00,10.00,23.00
2011-2015,62466,All Cancers Combined,61.00,42.00,103.00
2011-2015,62467,All Cancers Combined,61.00,41.00,102.00
2011-2015,62468,All Cancers Combined,33.00,38.00,71.00
2011-2015,62469,All Cancers Combined,9.00,4.00,13.00
2011-2015,62471,All Cancers Combined,156.00,146.00,302.00
2011-2015,62473,All Cancers Combined,12.00,19.00,31.00
2011-2015,62474,All Cancers Combined,11.00,13.00,24.00
2011-2015,62475,All Cancers Combined,10.00,7.00,17.00
2011-2015,62476,All Cancers Combined,33.00,27.00,60.00
2011-2015,62477,All Cancers Combined,15.00,19.00,34.00
2011-2015,62478,All Cancers Combined,5.00,8.00,13.00
2011-2015,62479,All Cancers Combined,19.00,6.00,25.00
2011-2015,62480,All Cancers Combined,5.00,14.00,19.00
2011-2015,62481,All Cancers Combined,7.00,7.00,14.00
2011-2015,62501,All Cancers Combined,54.00,54.00,108.00
2011-2015,62510,All Cancers Combined,33.00,17.00,50.00
2011-2015,62512,All Cancers Combined,8.00,8.00,16.00
2011-2015,62513,All Cancers Combined,29.00,25.00,54.00
2011-2015,62514,All Cancers Combined,6.00,5.00,11.00
2011-2015,62515,All Cancers Combined,13.00,28.00,41.00
2011-2015,62517,All Cancers Combined,3.00,2.00,5.00
2011-2015,62518,All Cancers Combined,23.00,10.00,33.00
2011-2015,62519,All Cancers Combined,1.00,3.00,4.00
2011-2015,62520,All Cancers Combined,28.00,25.00,53.00
2011-2015,62521,All Cancers Combined,708.00,715.00,1423.00
2011-2015,62522,All Cancers Combined,253.00,248.00,501.00
2011-2015,62523,All Cancers Combined,13.00,6.00,19.00
2011-2015,62524,All Cancers Combined,7.00,5.00,12.00
2011-2015,62525,All Cancers Combined,9.00,7.00,16.00
2011-2015,62526,All Cancers Combined,628.00,690.00,1318.00
2011-2015,62530,All Cancers Combined,26.00,28.00,54.00
2011-2015,62531,All Cancers Combined,34.00,22.00,56.00
2011-2015,62532,All Cancers Combined,0.00,2.00,2.00
2011-2015,62533,All Cancers Combined,14.00,18.00,32.00
2011-2015,62534,All Cancers Combined,28.00,26.00,54.00
2011-2015,62535,All Cancers Combined,63.00,63.00,126.00
2011-2015,62536,All Cancers Combined,17.00,10.00,27.00
2011-2015,62537,All Cancers Combined,7.00,6.00,13.00
2011-2015,62538,All Cancers Combined,3.00,8.00,11.00
2011-2015,62539,All Cancers Combined,22.00,25.00,47.00
2011-2015,62540,All Cancers Combined,24.00,29.00,53.00
2011-2015,62541,All Cancers Combined,1.00,3.00,4.00
2011-2015,62543,All Cancers Combined,13.00,9.00,22.00
2011-2015,62544,All Cancers Combined,39.00,28.00,67.00
2011-2015,62545,All Cancers Combined,22.00,29.00,51.00
2011-2015,62546,All Cancers Combined,29.00,21.00,50.00
2011-2015,62547,All Cancers Combined,26.00,11.00,37.00
2011-2015,62548,All Cancers Combined,39.00,51.00,90.00
2011-2015,62549,All Cancers Combined,78.00,88.00,166.00
2011-2015,62550,All Cancers Combined,40.00,36.00,76.00
2011-2015,62551,All Cancers Combined,12.00,10.00,22.00
2011-2015,62553,All Cancers Combined,14.00,10.00,24.00
2011-2015,62554,All Cancers Combined,23.00,17.00,40.00
2011-2015,62555,All Cancers Combined,7.00,7.00,14.00
2011-2015,62556,All Cancers Combined,7.00,9.00,16.00
2011-2015,62557,All Cancers Combined,153.00,155.00,308.00
2011-2015,62558,All Cancers Combined,55.00,54.00,109.00
2011-2015,62560,All Cancers Combined,28.00,22.00,50.00
2011-2015,62561,All Cancers Combined,96.00,74.00,170.00
2011-2015,62563,All Cancers Combined,103.00,90.00,193.00
2011-2015,62565,All Cancers Combined,154.00,155.00,309.00
2011-2015,62567,All Cancers Combined,25.00,16.00,41.00
2011-2015,62568,All Cancers Combined,291.00,266.00,557.00
2011-2015,62570,All Cancers Combined,10.00,9.00,19.00
2011-2015,62571,All Cancers Combined,25.00,28.00,53.00
2011-2015,62572,All Cancers Combined,8.00,11.00,19.00
2011-2015,62573,All Cancers Combined,30.00,28.00,58.00
2011-2015,62601,All Cancers Combined,11.00,9.00,20.00
2011-2015,62610,All Cancers Combined,6.00,5.00,11.00
2011-2015,62611,All Cancers Combined,16.00,17.00,33.00
2011-2015,62612,All Cancers Combined,31.00,31.00,62.00
2011-2015,62613,All Cancers Combined,61.00,67.00,128.00
2011-2015,62615,All Cancers Combined,74.00,69.00,143.00
2011-2015,62617,All Cancers Combined,14.00,15.00,29.00
2011-2015,62618,All Cancers Combined,134.00,99.00,233.00
2011-2015,62621,All Cancers Combined,32.00,18.00,50.00
2011-2015,62624,All Cancers Combined,15.00,12.00,27.00
2011-2015,62625,All Cancers Combined,17.00,17.00,34.00
2011-2015,62626,All Cancers Combined,168.00,130.00,298.00
2011-2015,62627,All Cancers Combined,18.00,15.00,33.00
2011-2015,62628,All Cancers Combined,17.00,22.00,39.00
2011-2015,62629,All Cancers Combined,169.00,167.00,336.00
2011-2015,62630,All Cancers Combined,7.00,10.00,17.00
2011-2015,62631,All Cancers Combined,4.00,5.00,9.00
2011-2015,62633,All Cancers Combined,12.00,13.00,25.00
2011-2015,62634,All Cancers Combined,7.00,11.00,18.00
2011-2015,62635,All Cancers Combined,14.00,12.00,26.00
2011-2015,62638,All Cancers Combined,23.00,13.00,36.00
2011-2015,62639,All Cancers Combined,4.00,2.00,6.00
2011-2015,62640,All Cancers Combined,73.00,53.00,126.00
2011-2015,62642,All Cancers Combined,29.00,23.00,52.00
2011-2015,62643,All Cancers Combined,8.00,3.00,11.00
2011-2015,62644,All Cancers Combined,107.00,84.00,191.00
2011-2015,62649,All Cancers Combined,6.00,8.00,14.00
2011-2015,62650,All Cancers Combined,482.00,414.00,896.00
2011-2015,62651,All Cancers Combined,4.00,6.00,10.00
2011-2015,62655,All Cancers Combined,14.00,13.00,27.00
2011-2015,62656,All Cancers Combined,349.00,359.00,708.00
2011-2015,62661,All Cancers Combined,26.00,17.00,43.00
2011-2015,62663,All Cancers Combined,2.00,4.00,6.00
2011-2015,62664,All Cancers Combined,58.00,50.00,108.00
2011-2015,62665,All Cancers Combined,29.00,23.00,52.00
2011-2015,62666,All Cancers Combined,13.00,10.00,23.00
2011-2015,62667,All Cancers Combined,9.00,11.00,20.00
2011-2015,62668,All Cancers Combined,31.00,20.00,51.00
2011-2015,62670,All Cancers Combined,54.00,49.00,103.00
2011-2015,62671,All Cancers Combined,7.00,11.00,18.00
2011-2015,62672,All Cancers Combined,8.00,7.00,15.00
2011-2015,62673,All Cancers Combined,12.00,11.00,23.00
2011-2015,62674,All Cancers Combined,27.00,21.00,48.00
2011-2015,62675,All Cancers Combined,106.00,107.00,213.00
2011-2015,62677,All Cancers Combined,57.00,46.00,103.00
2011-2015,62681,All Cancers Combined,117.00,86.00,203.00
2011-2015,62682,All Cancers Combined,12.00,17.00,29.00
2011-2015,62684,All Cancers Combined,75.00,88.00,163.00
2011-2015,62685,All Cancers Combined,36.00,25.00,61.00
2011-2015,62688,All Cancers Combined,17.00,10.00,27.00
2011-2015,62689,All Cancers Combined,6.00,6.00,12.00
2011-2015,62690,All Cancers Combined,71.00,59.00,130.00
2011-2015,62691,All Cancers Combined,54.00,49.00,103.00
2011-2015,62692,All Cancers Combined,35.00,45.00,80.00
2011-2015,62693,All Cancers Combined,17.00,30.00,47.00
2011-2015,62694,All Cancers Combined,72.00,60.00,132.00
2011-2015,62695,All Cancers Combined,10.00,11.00,21.00
2011-2015,62701,All Cancers Combined,17.00,23.00,40.00
2011-2015,62702,All Cancers Combined,610.00,659.00,1269.00
2011-2015,62703,All Cancers Combined,429.00,530.00,959.00
2011-2015,62704,All Cancers Combined,623.00,713.00,1336.00
2011-2015,62705,All Cancers Combined,6.00,9.00,15.00
2011-2015,62707,All Cancers Combined,147.00,140.00,287.00
2011-2015,62708,All Cancers Combined,12.00,11.00,23.00
2011-2015,62711,All Cancers Combined,280.00,305.00,585.00
2011-2015,62712,All Cancers Combined,160.00,162.00,322.00
2011-2015,62791,All Cancers Combined,4.00,8.00,12.00
2011-2015,62794,All Cancers Combined,0.00,3.00,3.00
2011-2015,62801,All Cancers Combined,444.00,378.00,822.00
2011-2015,62803,All Cancers Combined,12.00,9.00,21.00
2011-2015,62806,All Cancers Combined,49.00,63.00,112.00
2011-2015,62807,All Cancers Combined,17.00,27.00,44.00
2011-2015,62808,All Cancers Combined,36.00,26.00,62.00
2011-2015,62809,All Cancers Combined,6.00,5.00,11.00
2011-2015,62810,All Cancers Combined,18.00,20.00,38.00
2011-2015,62811,All Cancers Combined,9.00,5.00,14.00
2011-2015,62812,All Cancers Combined,253.00,243.00,496.00
2011-2015,62814,All Cancers Combined,36.00,32.00,68.00
2011-2015,62815,All Cancers Combined,5.00,13.00,18.00
2011-2015,62816,All Cancers Combined,28.00,14.00,42.00
2011-2015,62817,All Cancers Combined,8.00,5.00,13.00
2011-2015,62818,All Cancers Combined,8.00,4.00,12.00
2011-2015,62819,All Cancers Combined,10.00,9.00,19.00
2011-2015,62820,All Cancers Combined,1.00,6.00,7.00
2011-2015,62821,All Cancers Combined,166.00,146.00,312.00
2011-2015,62822,All Cancers Combined,58.00,62.00,120.00
2011-2015,62823,All Cancers Combined,36.00,27.00,63.00
2011-2015,62824,All Cancers Combined,28.00,35.00,63.00
2011-2015,62825,All Cancers Combined,7.00,4.00,11.00
2011-2015,62827,All Cancers Combined,18.00,12.00,30.00
2011-2015,62828,All Cancers Combined,31.00,24.00,55.00
2011-2015,62830,All Cancers Combined,22.00,35.00,57.00
2011-2015,62831,All Cancers Combined,12.00,12.00,24.00
2011-2015,62832,All Cancers Combined,143.00,166.00,309.00
2011-2015,62833,All Cancers Combined,8.00,4.00,12.00
2011-2015,62835,All Cancers Combined,15.00,20.00,35.00
2011-2015,62836,All Cancers Combined,9.00,16.00,25.00
2011-2015,62837,All Cancers Combined,164.00,145.00,309.00
2011-2015,62838,All Cancers Combined,24.00,22.00,46.00
2011-2015,62839,All Cancers Combined,109.00,138.00,247.00
2011-2015,62841,All Cancers Combined,7.00,4.00,11.00
2011-2015,62842,All Cancers Combined,11.00,15.00,26.00
2011-2015,62843,All Cancers Combined,1.00,2.00,3.00
2011-2015,62844,All Cancers Combined,47.00,53.00,100.00
2011-2015,62846,All Cancers Combined,28.00,16.00,44.00
2011-2015,62848,All Cancers Combined,7.00,16.00,23.00
2011-2015,62849,All Cancers Combined,33.00,28.00,61.00
2011-2015,62850,All Cancers Combined,7.00,3.00,10.00
2011-2015,62851,All Cancers Combined,8.00,7.00,15.00
2011-2015,62852,All Cancers Combined,2.00,3.00,5.00
2011-2015,62853,All Cancers Combined,14.00,11.00,25.00
2011-2015,62854,All Cancers Combined,27.00,27.00,54.00
2011-2015,62856,All Cancers Combined,9.00,5.00,14.00
2011-2015,62858,All Cancers Combined,46.00,50.00,96.00
2011-2015,62859,All Cancers Combined,146.00,94.00,240.00
2011-2015,62860,All Cancers Combined,18.00,9.00,27.00
2011-2015,62861,All Cancers Combined,5.00,0.00,5.00
2011-2015,62862,All Cancers Combined,4.00,5.00,9.00
2011-2015,62863,All Cancers Combined,185.00,168.00,353.00
2011-2015,62864,All Cancers Combined,460.00,455.00,915.00
2011-2015,62865,All Cancers Combined,39.00,30.00,69.00
2011-2015,62867,All Cancers Combined,8.00,12.00,20.00
2011-2015,62868,All Cancers Combined,32.00,12.00,44.00
2011-2015,62869,All Cancers Combined,53.00,46.00,99.00
2011-2015,62870,All Cancers Combined,56.00,35.00,91.00
2011-2015,62871,All Cancers Combined,5.00,10.00,15.00
2011-2015,62872,All Cancers Combined,15.00,16.00,31.00
2011-2015,62874,All Cancers Combined,12.00,10.00,22.00
2011-2015,62875,All Cancers Combined,26.00,27.00,53.00
2011-2015,62876,All Cancers Combined,6.00,7.00,13.00
2011-2015,62877,All Cancers Combined,11.00,6.00,17.00
2011-2015,62878,All Cancers Combined,4.00,4.00,8.00
2011-2015,62879,All Cancers Combined,2.00,1.00,3.00
2011-2015,62880,All Cancers Combined,8.00,6.00,14.00
2011-2015,62881,All Cancers Combined,195.00,192.00,387.00
2011-2015,62882,All Cancers Combined,47.00,30.00,77.00
2011-2015,62883,All Cancers Combined,15.00,7.00,22.00
2011-2015,62884,All Cancers Combined,59.00,55.00,114.00
2011-2015,62885,All Cancers Combined,17.00,5.00,22.00
2011-2015,62886,All Cancers Combined,10.00,9.00,19.00
2011-2015,62887,All Cancers Combined,6.00,4.00,10.00
2011-2015,62888,All Cancers Combined,36.00,37.00,73.00
2011-2015,62889,All Cancers Combined,7.00,16.00,23.00
2011-2015,62890,All Cancers Combined,49.00,36.00,85.00
2011-2015,62891,All Cancers Combined,19.00,6.00,25.00
2011-2015,62892,All Cancers Combined,4.00,8.00,12.00
2011-2015,62893,All Cancers Combined,19.00,10.00,29.00
2011-2015,62894,All Cancers Combined,15.00,11.00,26.00
2011-2015,62895,All Cancers Combined,39.00,28.00,67.00
2011-2015,62896,All Cancers Combined,224.00,226.00,450.00
2011-2015,62897,All Cancers Combined,11.00,9.00,20.00
2011-2015,62898,All Cancers Combined,33.00,32.00,65.00
2011-2015,62899,All Cancers Combined,45.00,24.00,69.00
2011-2015,62901,All Cancers Combined,183.00,206.00,389.00
2011-2015,62902,All Cancers Combined,59.00,63.00,122.00
2011-2015,62903,All Cancers Combined,32.00,23.00,55.00
2011-2015,62905,All Cancers Combined,16.00,9.00,25.00
2011-2015,62906,All Cancers Combined,136.00,157.00,293.00
2011-2015,62907,All Cancers Combined,37.00,38.00,75.00
2011-2015,62908,All Cancers Combined,5.00,6.00,11.00
2011-2015,62910,All Cancers Combined,46.00,38.00,84.00
